,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Median Earnings of Total Full-Time Year-Round Civilian Employed Population 16 Years and Over with Earnings,Median Earnings of Total Full-Time Year-Round Civilian Employed Population 16 Years and Over with Earnings - Margin of Error,"Median Earnings of All Management, Business, Science, and Arts Occupations","Median Earnings of All Management, Business, Science, and Arts Occupations - Margin of Error","Median Earnings of All Management, Business, and Financial Occupations","Median Earnings of All Management, Business, and Financial Occupations - Margin of Error",Median Earnings of Management Occupations,Median Earnings of Management Occupations - Margin of Error,Median Earnings of Business and Financial Operations Occupations,Median Earnings of Business and Financial Operations Occupations - Margin of Error,"Median Earnings of All Computer, Engineering, and Science Occupations","Median Earnings of All Computer, Engineering, and Science Occupations - Margin of Error",Median Earnings of Computer and Mathematical Occupations,Median Earnings of Computer and Mathematical Occupations - Margin of Error,Median Earnings of Architecture and Engineering Occupations,Median Earnings of Architecture and Engineering Occupations - Margin of Error,"Median Earnings of Life, Physical, and Social Science Occupations","Median Earnings of Life, Physical, and Social Science Occupations - Margin of Error","Median Earnings of All Education, Legal, Community Service, Arts, and Media Occupations","Median Earnings of All Education, Legal, Community Service, Arts, and Media Occupations - Margin of Error",Median Earnings of Community and Social Service Occupations,Median Earnings of Community and Social Service Occupations - Margin of Error,Median Earnings of Legal Occupations,Median Earnings of Legal Occupations - Margin of Error,"Median Earnings of Educational Instruction, and Library Occupations","Median Earnings of Educational Instruction, and Library Occupations - Margin of Error","Median Earnings of Arts, Design, Entertainment, Sports, and Media Occupations","Median Earnings of Arts, Design, Entertainment, Sports, and Media Occupations - Margin of Error",Median Earnings of All Healthcare Practitioners and Technical Occupations,Median Earnings of All Healthcare Practitioners and Technical Occupations - Margin of Error,Median Earnings of Health Diagnosing and Treating Practitioners and Other Technical Occupations,Median Earnings of Health Diagnosing and Treating Practitioners and Other Technical Occupations - Margin of Error,Median Earnings of Health Technologists and Technicians Occupations,Median Earnings of Health Technologists and Technicians Occupations - Margin of Error,Median Earnings of All Service Occupations,Median Earnings of All Service Occupations - Margin of Error,Median Earnings of Healthcare Support Occupations,Median Earnings of Healthcare Support Occupations - Margin of Error,Median Earnings of All Protective Service Occupations,Median Earnings of All Protective Service Occupations - Margin of Error,"Median Earnings of Fire Fighting and Prevention, and Other Protective Service Workers including Supervisors","Median Earnings of Fire Fighting and Prevention, and Other Protective Service Workers including Supervisors - Margin of Error",Median Earnings of Law Enforcement Workers including Supervisors,Median Earnings of Law Enforcement Workers including Supervisors - Margin of Error,Median Earnings of Food Preparation and Serving Related Occupations,Median Earnings of Food Preparation and Serving Related Occupations - Margin of Error,Median Earnings of Building and Grounds Cleaning and Maintenance Occupations,Median Earnings of Building and Grounds Cleaning and Maintenance Occupations - Margin of Error,Median Earnings of Personal Care and Service Occupations,Median Earnings of Personal Care and Service Occupations - Margin of Error,Median Earnings of All Sales and Office Occupations,Median Earnings of All Sales and Office Occupations - Margin of Error,Median Earnings of Sales and Related Occupations,Median Earnings of Sales and Related Occupations - Margin of Error,Median Earnings of Office and Administrative Support Occupations,Median Earnings of Office and Administrative Support Occupations - Margin of Error,"Median Earnings of All Natural Resources, Construction, and Maintenance Occupations","Median Earnings of All Natural Resources, Construction, and Maintenance Occupations - Margin of Error","Median Earnings of Farming, Fishing, and Forestry Occupations","Median Earnings of Farming, Fishing, and Forestry Occupations - Margin of Error",Median Earnings of Construction and Extraction Occupations,Median Earnings of Construction and Extraction Occupations - Margin of Error,"Median Earnings of Installation, Maintenance, and Repair Occupations","Median Earnings of Installation, Maintenance, and Repair Occupations - Margin of Error","Median Earnings of All Production, Transportation, and Material Moving Occupations","Median Earnings of All Production, Transportation, and Material Moving Occupations - Margin of Error",Median Earnings of Production Occupations,Median Earnings of Production Occupations - Margin of Error,Median Earnings of Transportation Occupations,Median Earnings of Transportation Occupations - Margin of Error,Median Earnings of Material Moving Occupations,Median Earnings of Material Moving Occupations - Margin of Error,Occupation with Highest Median Earnings,Highest Median Earnings,x,y,zip,tract
0,53033000300,1211013,0,Census Tract 3,Washington,King County,77564,9426,84872,10909,94375.0,29692.0,103750.0,97541.0,80469.0,21881.0,97639.0,22480.0,136389.0,50760.0,104567.0,10411.0,83250.0,2812.0,76083.0,24739.0,,,,,76250.0,29927.0,250001.0,,93090.0,23815.0,125375.0,63384.0,92639.0,44894.0,37900.0,5212.0,,,,,,,,,31776.0,10765.0,,,,,53359.0,16936.0,60885.0,22155.0,46964.0,16677.0,84000.0,39190.0,,,84750.0,33963.0,59167.0,54130.0,34938.0,74306.0,34875.0,69257.0,89125.0,64869.0,,,"Computer, Engineering, and Science Occupations",97639,,,98133,53033000300
1,53033000402,1798938,0,Census Tract 4.02,Washington,King County,67787,14919,93620,17495,89531.0,42275.0,185521.0,8948.0,75809.0,24991.0,120333.0,36114.0,130982.0,43164.0,188173.0,100610.0,73021.0,26858.0,79894.0,25832.0,,,,,92943.0,52408.0,91786.0,316609.0,108250.0,88993.0,109125.0,85021.0,,,35348.0,3145.0,,,,,,,,,33673.0,14745.0,43750.0,14944.0,,,77527.0,22269.0,46058.0,47413.0,77879.0,13020.0,38750.0,95825.0,,,38750.0,95825.0,,,48500.0,7522.0,48425.0,1931.0,,,44673.0,45754.0,"Computer, Engineering, and Science Occupations",120333,,,98133,53033000402
2,53033000500,2898252,953717,Census Tract 5,Washington,King County,126957,13994,137614,14167,138333.0,24261.0,116786.0,49012.0,155833.0,51283.0,134000.0,39919.0,187344.0,50898.0,133500.0,39909.0,93750.0,35226.0,138472.0,23662.0,79583.0,36953.0,250001.0,,128250.0,25827.0,187917.0,165729.0,118194.0,40204.0,119306.0,48167.0,,,73333.0,66532.0,,,,,,,,,,,,,,,150714.0,84973.0,150893.0,146321.0,124875.0,96361.0,120125.0,74220.0,,,,,120125.0,74220.0,42361.0,49802.0,40972.0,54531.0,,,,,Sales and Office Occupations,150714,,,98177,53033000500
3,53033000700,1294438,0,Census Tract 7,Washington,King County,57948,18665,79674,16110,59773.0,55288.0,106528.0,41516.0,33750.0,14827.0,128511.0,31095.0,128165.0,32397.0,101042.0,34410.0,146277.0,13265.0,62174.0,9750.0,62120.0,19523.0,,,58984.0,24831.0,,,79091.0,159392.0,79091.0,159392.0,,,39083.0,10227.0,,,,,,,,,20662.0,31882.0,40298.0,11584.0,,,60396.0,24431.0,47875.0,39865.0,60915.0,19853.0,62702.0,54666.0,,,44421.0,22066.0,98250.0,1149.0,46284.0,5269.0,63729.0,27110.0,46284.0,463.0,,,"Computer, Engineering, and Science Occupations",128511,,,98125,53033000700
4,53033000800,1141931,0,Census Tract 8,Washington,King County,102228,11242,106700,13842,107100.0,17748.0,123750.0,60365.0,85156.0,63145.0,106250.0,24801.0,102418.0,55773.0,135833.0,51709.0,74271.0,30265.0,95781.0,51425.0,,,,,148438.0,52140.0,50385.0,29560.0,120234.0,84275.0,120234.0,84275.0,,,44583.0,113447.0,,,,,,,,,,,,,,,76458.0,87057.0,90000.0,42032.0,61719.0,188005.0,65156.0,66934.0,,,66406.0,158828.0,43750.0,63459.0,,,,,,,,,Healthcare Practitioners and Technical Occupations,120234,,,98125,53033000800
5,53033000900,1004853,1849039,Census Tract 9,Washington,King County,107895,16532,111034,6059,93917.0,15945.0,94167.0,13605.0,84375.0,51040.0,125625.0,30905.0,146250.0,23760.0,86750.0,34617.0,,,120536.0,21760.0,,,242500.0,190351.0,109000.0,84944.0,41875.0,360812.0,118125.0,190151.0,119688.0,244203.0,,,40781.0,40274.0,,,,,,,,,,,40469.0,32658.0,,,100833.0,54722.0,160000.0,70496.0,56667.0,12171.0,,,,,,,,,,,,,,,,,"Computer, Engineering, and Science Occupations",125625,,,98125,53033000900
6,53033001000,954203,0,Census Tract 10,Washington,King County,91780,10744,105536,7611,113281.0,18156.0,128594.0,13953.0,67143.0,68624.0,107857.0,22788.0,126071.0,11567.0,100625.0,39847.0,126406.0,30204.0,91607.0,11080.0,105208.0,25166.0,,,91250.0,15880.0,80469.0,24018.0,107083.0,98743.0,107083.0,98743.0,,,90250.0,64877.0,,,108333.0,34765.0,,,108333.0,34765.0,,,,,,,33947.0,8391.0,32829.0,7368.0,52750.0,25247.0,55938.0,84428.0,,,,,,,,,,,,,,,"Management, Business, and Financial Occupations",113281,,,98125,53033001000
7,53033001100,1060685,0,Census Tract 11,Washington,King County,69479,14808,94130,11446,116250.0,74899.0,150000.0,61642.0,96944.0,45216.0,101179.0,2857.0,132625.0,51084.0,101447.0,9618.0,92717.0,29026.0,51667.0,47004.0,,,,,73098.0,32727.0,88188.0,12830.0,76953.0,112289.0,76953.0,112289.0,,,34135.0,22158.0,,,,,,,,,31146.0,10089.0,,,,,55313.0,12338.0,57083.0,14382.0,42188.0,21978.0,50982.0,25017.0,,,51116.0,18641.0,,,,,,,,,,,"Management, Business, and Financial Occupations",116250,,,98125,53033001100
8,53033001300,1180877,0,Census Tract 13,Washington,King County,71875,9623,89922,16279,93750.0,24005.0,103855.0,17191.0,55833.0,4549.0,94670.0,23988.0,99779.0,31771.0,94511.0,59137.0,,,72456.0,7719.0,73792.0,35425.0,79110.0,9775.0,71190.0,455.0,,,131250.0,23645.0,131250.0,23645.0,,,31603.0,7197.0,26696.0,15870.0,,,,,,,35183.0,16364.0,,,,,44358.0,16079.0,43937.0,14590.0,54327.0,21439.0,,,,,,,,,33633.0,16481.0,,,,,,,Healthcare Practitioners and Technical Occupations,131250,,,98133,53033001300
9,53033001400,2152767,213389,Census Tract 14,Washington,King County,83889,23483,108944,22339,88125.0,40449.0,89625.0,76798.0,85735.0,27472.0,118681.0,43695.0,183733.0,39025.0,108654.0,16060.0,93382.0,23532.0,76438.0,49438.0,74407.0,2911.0,,,66786.0,99058.0,,,146038.0,12601.0,146038.0,12601.0,,,32438.0,31062.0,,,,,,,,,20667.0,19281.0,,,62849.0,21105.0,72014.0,58688.0,134205.0,17252.0,39500.0,28842.0,93988.0,17689.0,,,,,,,33263.0,6502.0,7417.0,29376.0,,,,,Healthcare Practitioners and Technical Occupations,146038,,,98133,53033001400
10,53033001500,1167711,526885,Census Tract 15,Washington,King County,83451,24857,115476,23954,160188.0,32462.0,137750.0,27653.0,187604.0,104418.0,116250.0,45713.0,62333.0,144244.0,153229.0,141467.0,116146.0,34923.0,72083.0,30971.0,34260.0,23236.0,,,80658.0,11600.0,84125.0,38292.0,106500.0,55553.0,117222.0,123374.0,,,43945.0,1802.0,,,,,,,,,45313.0,32614.0,,,,,75500.0,27816.0,76250.0,184286.0,51667.0,85280.0,115078.0,80955.0,,,,,,,55125.0,27013.0,79792.0,42030.0,72857.0,32803.0,,,"Management, Business, and Financial Occupations",160188,,,98117,53033001500
11,53033001600,2020358,320118,Census Tract 16,Washington,King County,121616,13189,126171,5707,152019.0,34534.0,153958.0,43987.0,121818.0,75620.0,157083.0,19047.0,158681.0,4736.0,79531.0,90328.0,,,106887.0,15211.0,,,250001.0,,187719.0,155629.0,105270.0,13076.0,129688.0,119080.0,215341.0,174541.0,98864.0,558.0,111176.0,92290.0,,,,,,,,,,,,,,,82663.0,11150.0,81548.0,70940.0,83533.0,13511.0,134097.0,47892.0,,,115500.0,94818.0,,,,,,,,,,,"Computer, Engineering, and Science Occupations",157083,,,98117,53033001600
12,53033001701,892768,0,Census Tract 17.01,Washington,King County,67317,6801,80732,14505,73214.0,27264.0,107885.0,25911.0,68731.0,13458.0,106115.0,4957.0,117132.0,4310.0,105428.0,51180.0,,,58125.0,14976.0,,,,,57813.0,14595.0,,,81433.0,6535.0,81616.0,5228.0,,,39558.0,3925.0,38646.0,1143.0,,,,,,,39524.0,16158.0,,,43403.0,80676.0,56944.0,18594.0,49292.0,55772.0,65081.0,16416.0,,,,,,,,,34973.0,13450.0,,,,,38831.0,17005.0,"Computer, Engineering, and Science Occupations",106115,,,98103,53033001701
13,53033001702,1280220,0,Census Tract 17.02,Washington,King County,70926,16460,83606,11338,89265.0,15613.0,92727.0,17491.0,84091.0,66478.0,94417.0,43993.0,72245.0,136206.0,82961.0,10423.0,112188.0,85933.0,56575.0,13369.0,56169.0,408.0,,,65605.0,17920.0,,,105107.0,74947.0,106214.0,15517.0,,,39349.0,7566.0,38958.0,8317.0,,,,,,,,,32321.0,24001.0,,,83969.0,31982.0,66406.0,96355.0,84123.0,26894.0,51429.0,10990.0,,,49635.0,6671.0,,,44651.0,15494.0,,,,,,,Healthcare Practitioners and Technical Occupations,105107,,,98117,53033001702
14,53033001800,946085,0,Census Tract 18,Washington,King County,79348,3646,82061,4471,89408.0,33613.0,84500.0,45619.0,100795.0,36943.0,85547.0,22287.0,123357.0,32465.0,78179.0,52124.0,59205.0,38052.0,66129.0,30229.0,,,83393.0,4288.0,40972.0,18036.0,72422.0,182965.0,81615.0,4566.0,81719.0,9355.0,,,36250.0,2136.0,,,,,,,,,33984.0,25717.0,,,,,71250.0,24714.0,80813.0,19636.0,60000.0,26660.0,46182.0,5119.0,,,,,,,47717.0,13294.0,105433.0,92099.0,,,38385.0,3839.0,"Management, Business, and Financial Occupations",89408,,,98103,53033001800
15,53033001900,1667272,0,Census Tract 19,Washington,King County,86628,14202,103173,7232,100741.0,12374.0,109181.0,11170.0,72361.0,19253.0,124896.0,24537.0,156625.0,11283.0,102865.0,12096.0,110978.0,9641.0,62546.0,13422.0,38190.0,12341.0,97625.0,83349.0,58409.0,15100.0,74224.0,23422.0,92969.0,32939.0,91932.0,31862.0,111250.0,69608.0,38500.0,10225.0,32500.0,18467.0,,,,,,,38125.0,58399.0,,,,,50375.0,11358.0,55875.0,11741.0,49671.0,13232.0,85875.0,82396.0,,,,,110938.0,186264.0,71136.0,65677.0,,,,,,,"Computer, Engineering, and Science Occupations",124896,,,98115,53033001900
16,53033002000,1103313,28680,Census Tract 20,Washington,King County,93558,19168,99722,21147,85104.0,36047.0,98984.0,60863.0,67206.0,29521.0,112946.0,26073.0,94392.0,22419.0,119688.0,26560.0,188099.0,115243.0,70313.0,13245.0,,,,,69926.0,12790.0,58750.0,21903.0,143208.0,30887.0,143792.0,18837.0,,,41534.0,32586.0,,,,,,,,,41023.0,8690.0,105078.0,23224.0,,,84531.0,37117.0,98203.0,17882.0,66328.0,33408.0,66466.0,27003.0,,,66552.0,70270.0,,,78750.0,69209.0,103826.0,4308.0,46818.0,10373.0,,,Healthcare Practitioners and Technical Occupations,143208,,,98115,53033002000
17,53033002100,1365468,0,Census Tract 21,Washington,King County,99550,17128,106290,6484,106102.0,20274.0,103636.0,61046.0,106263.0,13937.0,116453.0,24888.0,136136.0,53121.0,128523.0,62219.0,80139.0,51988.0,63920.0,18395.0,60139.0,68617.0,,,63355.0,25143.0,61058.0,34091.0,128798.0,66427.0,129856.0,110827.0,85833.0,94531.0,51434.0,1657.0,,,,,,,,,51250.0,10517.0,,,,,97500.0,68805.0,114359.0,21286.0,45900.0,4538.0,84133.0,1359.0,,,83851.0,598.0,,,42500.0,56498.0,,,62083.0,128828.0,,,Healthcare Practitioners and Technical Occupations,128798,,,98115,53033002100
18,53033002200,2804076,1154953,Census Tract 22,Washington,King County,115942,20305,125175,21882,130862.0,37040.0,156326.0,8280.0,110406.0,31503.0,129375.0,33239.0,184236.0,53378.0,135179.0,45845.0,116452.0,2965.0,95898.0,35857.0,,,171382.0,158483.0,75313.0,25496.0,104688.0,66941.0,139049.0,4857.0,139049.0,4857.0,,,36591.0,14613.0,,,,,,,,,,,,,,,74911.0,80467.0,155156.0,168670.0,73750.0,65810.0,,,,,,,,,58156.0,46810.0,,,,,,,Healthcare Practitioners and Technical Occupations,139049,,,98115,53033002200
19,53033002400,962528,0,Census Tract 24,Washington,King County,94547,11976,103971,18175,163438.0,25585.0,161477.0,32457.0,164375.0,112182.0,102500.0,40797.0,172500.0,111596.0,,,88909.0,23196.0,94410.0,3642.0,,,178009.0,30438.0,94199.0,697.0,85729.0,35794.0,83787.0,558.0,83934.0,610.0,,,34625.0,36406.0,,,,,,,,,,,,,,,37047.0,26262.0,78295.0,38913.0,36250.0,1554.0,,,,,,,,,113083.0,56641.0,,,114542.0,54733.0,,,"Management, Business, and Financial Occupations",163438,,,98115,53033002400
20,53033002500,984334,0,Census Tract 25,Washington,King County,86042,10767,95357,22354,116806.0,40524.0,137500.0,76942.0,111250.0,45339.0,119643.0,24754.0,113393.0,38183.0,93750.0,50284.0,146641.0,18936.0,83333.0,20720.0,92875.0,30895.0,250001.0,,56750.0,26786.0,80850.0,42422.0,72981.0,37082.0,59816.0,44256.0,,,28750.0,21687.0,,,,,,,,,,,,,,,48851.0,6849.0,40750.0,84444.0,50125.0,9107.0,,,,,,,,,,,,,,,,,"Computer, Engineering, and Science Occupations",119643,,,98115,53033002500
21,53033002600,1216627,28175,Census Tract 26,Washington,King County,76436,10559,87042,8597,99667.0,48546.0,138558.0,114993.0,77396.0,30482.0,106569.0,28308.0,123667.0,47350.0,157647.0,118447.0,32428.0,90999.0,74444.0,24343.0,,,110865.0,87654.0,73056.0,43595.0,46250.0,53671.0,64226.0,13625.0,73529.0,10285.0,,,42625.0,66474.0,,,,,,,,,23162.0,12370.0,,,,,50346.0,9410.0,51543.0,12083.0,41864.0,21494.0,50676.0,8487.0,,,,,,,,,,,,,,,"Computer, Engineering, and Science Occupations",106569,,,98115,53033002600
22,53033002700,1584847,0,Census Tract 27,Washington,King County,109917,26520,134224,16546,158182.0,59923.0,164851.0,26084.0,128640.0,48555.0,152632.0,41730.0,208929.0,91977.0,153553.0,62586.0,94167.0,49408.0,72826.0,15580.0,55625.0,12718.0,,,74130.0,25776.0,,,144306.0,56663.0,157955.0,70252.0,,,34178.0,21509.0,,,,,,,,,,,,,,,66357.0,10187.0,79519.0,49050.0,60313.0,37842.0,51181.0,506.0,,,51181.0,506.0,,,35977.0,9459.0,37188.0,24818.0,,,,,"Management, Business, and Financial Occupations",158182,,,98103,53033002700
23,53033002800,988287,0,Census Tract 28,Washington,King County,96578,8497,101453,21517,121833.0,45690.0,137530.0,61178.0,115598.0,58393.0,129621.0,26268.0,129621.0,26100.0,146806.0,89602.0,,,96148.0,30069.0,,,,,95077.0,38097.0,146563.0,57696.0,69565.0,15631.0,69212.0,19617.0,73313.0,40526.0,29653.0,68638.0,,,,,,,,,,,,,,,51708.0,42979.0,147578.0,106388.0,44773.0,12269.0,61563.0,128721.0,,,125509.0,107825.0,,,60952.0,22817.0,,,,,,,"Computer, Engineering, and Science Occupations",129621,,,98103,53033002800
24,53033002900,986209,0,Census Tract 29,Washington,King County,97500,11551,106402,8767,123365.0,35837.0,148897.0,40721.0,77500.0,42572.0,104722.0,23211.0,112411.0,90663.0,96458.0,14687.0,105341.0,72250.0,90739.0,9918.0,,,92070.0,74154.0,80026.0,27098.0,125385.0,96455.0,110446.0,35703.0,110446.0,35703.0,,,33875.0,17662.0,,,,,,,,,,,,,,,63232.0,6180.0,106458.0,85547.0,62710.0,10328.0,75732.0,45060.0,,,75732.0,45060.0,,,,,,,,,,,"Management, Business, and Financial Occupations",123365,,,98117,53033002900
25,53033003000,1493249,0,Census Tract 30,Washington,King County,99438,11806,110821,10754,153846.0,44788.0,161583.0,52510.0,94821.0,31074.0,136250.0,40631.0,140521.0,56596.0,96477.0,39757.0,148897.0,122060.0,75145.0,26756.0,,,33816.0,62542.0,98125.0,32914.0,60096.0,40904.0,96544.0,15788.0,96250.0,77244.0,,,89028.0,61840.0,,,,,,,,,,,,,,,55750.0,55100.0,56625.0,126348.0,51705.0,35730.0,54219.0,35714.0,,,54219.0,35714.0,,,57171.0,103202.0,,,,,,,"Management, Business, and Financial Occupations",153846,,,98117,53033003000
26,53033003100,2236733,472744,Census Tract 31,Washington,King County,105122,17149,115417,20960,152813.0,42511.0,178456.0,64048.0,114420.0,32908.0,123333.0,45705.0,131103.0,40588.0,85167.0,8236.0,,,82152.0,33118.0,51974.0,75499.0,138156.0,44045.0,80838.0,12028.0,79779.0,64558.0,208967.0,167380.0,250001.0,,,,51696.0,31580.0,,,141250.0,171593.0,,,,,,,,,,,102153.0,51772.0,167969.0,65423.0,78056.0,28713.0,56000.0,6427.0,,,55893.0,12794.0,,,70992.0,13838.0,,,70813.0,24508.0,,,Healthcare Practitioners and Technical Occupations,208967,,,98117,53033003100
27,53033003400,787161,0,Census Tract 34,Washington,King County,110351,13055,114141,22746,106957.0,30926.0,129524.0,32660.0,86667.0,35034.0,157125.0,25449.0,133036.0,45201.0,157000.0,19367.0,161296.0,40638.0,95417.0,26024.0,,,101648.0,60404.0,46250.0,45431.0,113438.0,56405.0,102361.0,193064.0,102361.0,193064.0,,,38646.0,17888.0,,,,,,,,,,,,,,,133105.0,59330.0,143875.0,188619.0,63750.0,40655.0,,,,,,,,,60433.0,25145.0,,,37083.0,109512.0,,,"Computer, Engineering, and Science Occupations",157125,,,98107,53033003400
28,53033003500,1284745,0,Census Tract 35,Washington,King County,89971,9659,109103,9871,134444.0,15079.0,135575.0,14340.0,126964.0,27861.0,111944.0,28995.0,172703.0,75367.0,79432.0,56669.0,96083.0,40006.0,69023.0,2684.0,30313.0,31523.0,161250.0,149081.0,67650.0,14851.0,71118.0,12645.0,108558.0,12846.0,108702.0,10756.0,,,47845.0,15857.0,,,,,,,,,,,,,48578.0,3642.0,44861.0,11448.0,39286.0,20221.0,45972.0,18428.0,,,,,,,,,31979.0,32507.0,42875.0,63027.0,,,,,"Management, Business, and Financial Occupations",134444,,,98103,53033003500
29,53033003800,624606,0,Census Tract 38,Washington,King County,118529,37782,136932,48189,99306.0,19248.0,108750.0,76153.0,56875.0,64178.0,174306.0,20198.0,187857.0,20166.0,175938.0,35796.0,112292.0,22960.0,92083.0,54109.0,,,250001.0,,70469.0,27414.0,152679.0,173574.0,70833.0,57945.0,70833.0,57945.0,,,,,,,,,,,,,,,,,,,43281.0,9772.0,56250.0,16591.0,42500.0,4693.0,,,,,,,,,,,,,,,,,"Computer, Engineering, and Science Occupations",174306,,,98115,53033003800
30,53033003900,973808,0,Census Tract 39,Washington,King County,117837,24866,134038,37028,163603.0,16106.0,163419.0,10335.0,171042.0,180586.0,129375.0,22223.0,129167.0,44395.0,130417.0,83056.0,112250.0,35594.0,106667.0,21433.0,,,170250.0,151552.0,115511.0,49128.0,88750.0,54058.0,167750.0,255498.0,167750.0,255498.0,,,56875.0,44050.0,,,,,,,,,40179.0,8170.0,,,,,109464.0,87868.0,158090.0,94387.0,49706.0,78713.0,,,,,,,,,43578.0,12527.0,,,,,,,Healthcare Practitioners and Technical Occupations,167750,,,98115,53033003900
31,53033004000,2574586,3232248,Census Tract 40,Washington,King County,148209,41094,162031,79020,216725.0,65427.0,236364.0,99977.0,216425.0,37307.0,87083.0,39914.0,134531.0,82898.0,,,64886.0,84255.0,74861.0,37640.0,98047.0,31097.0,250001.0,,49643.0,50650.0,,,250001.0,,250001.0,,,,,,,,,,,,,,,,,,,,106618.0,92130.0,107132.0,117496.0,,,,,,,,,,,95466.0,14569.0,,,,,,,Healthcare Practitioners and Technical Occupations,250001,,,98115,53033004000
32,53033004301,979236,0,Census Tract 43.01,Washington,King County,104650,17314,113580,16593,151125.0,46467.0,158250.0,46820.0,109167.0,102363.0,110833.0,23545.0,101932.0,134324.0,116705.0,45990.0,94444.0,23383.0,103850.0,40054.0,89063.0,37978.0,141587.0,60940.0,104028.0,94901.0,49750.0,27113.0,68839.0,68740.0,68839.0,68740.0,,,46250.0,51756.0,,,,,,,,,,,,,,,91389.0,73899.0,145625.0,142571.0,61563.0,30393.0,,,,,,,,,,,,,,,,,"Management, Business, and Financial Occupations",151125,,,98105,53033004301
33,53033004302,331137,0,Census Tract 43.02,Washington,King County,40243,7940,53261,14346,54896.0,16357.0,44457.0,52031.0,,,79625.0,20752.0,86326.0,10774.0,59500.0,47899.0,36750.0,26311.0,21855.0,45472.0,,,,,20726.0,10156.0,,,49143.0,9246.0,58646.0,24317.0,,,43889.0,11685.0,,,,,,,,,39766.0,16967.0,,,,,22212.0,7238.0,21474.0,611.0,40350.0,32068.0,39107.0,15488.0,,,39107.0,15488.0,,,22069.0,10856.0,,,,,,,"Computer, Engineering, and Science Occupations",79625,,,98105,53033004302
34,53033004500,670997,0,Census Tract 45,Washington,King County,77260,23145,111949,20187,127500.0,33589.0,119844.0,55789.0,137550.0,70480.0,154531.0,65192.0,192823.0,38797.0,66667.0,49592.0,66250.0,6891.0,90000.0,29695.0,,,154886.0,49452.0,43906.0,30382.0,111944.0,31372.0,81042.0,7373.0,81563.0,13292.0,,,58125.0,52398.0,52857.0,37281.0,,,,,,,,,,,,,41875.0,42116.0,37500.0,32128.0,77969.0,72877.0,55520.0,534.0,,,,,55421.0,132.0,34464.0,102881.0,31927.0,3083.0,,,,,"Computer, Engineering, and Science Occupations",154531,,,98105,53033004500
35,53033004600,1552358,1033232,Census Tract 46,Washington,King County,90313,28385,104313,26140,130469.0,26023.0,144297.0,26935.0,100500.0,39983.0,139342.0,16775.0,148021.0,31975.0,78523.0,28773.0,,,68305.0,4886.0,53345.0,15755.0,178281.0,57318.0,68082.0,2412.0,97361.0,212847.0,79659.0,72898.0,105750.0,54089.0,,,39125.0,92564.0,,,,,,,,,,,,,,,61023.0,35526.0,113229.0,92865.0,40000.0,15941.0,77727.0,35207.0,,,,,78636.0,67215.0,40658.0,1544.0,,,,,,,"Computer, Engineering, and Science Occupations",139342,,,98103,53033004600
36,53033004800,1278329,26886,Census Tract 48,Washington,King County,98462,35948,114911,35041,138590.0,74367.0,139000.0,106668.0,132308.0,102173.0,128750.0,25255.0,109438.0,53184.0,167697.0,34714.0,120179.0,49944.0,61152.0,16673.0,,,123819.0,167891.0,43750.0,9700.0,95982.0,120242.0,105074.0,15727.0,105074.0,15727.0,,,43219.0,5735.0,,,,,,,,,44063.0,18712.0,,,,,72143.0,98556.0,250001.0,,56250.0,21685.0,48654.0,14482.0,,,48654.0,14482.0,,,29219.0,145254.0,,,125625.0,171668.0,,,"Management, Business, and Financial Occupations",138590,,,98107,53033004800
37,53033005000,757380,0,Census Tract 50,Washington,King County,83311,11212,89607,17977,90313.0,19090.0,98611.0,108910.0,84073.0,13864.0,131583.0,17368.0,156150.0,35562.0,110972.0,21074.0,68750.0,174056.0,62759.0,15920.0,,,,,56583.0,29216.0,46500.0,97180.0,77353.0,9967.0,77353.0,11616.0,,,32308.0,97341.0,,,,,,,,,,,,,,,65037.0,56286.0,130400.0,96213.0,42124.0,11967.0,,,,,,,,,40938.0,12516.0,,,40938.0,12516.0,,,"Computer, Engineering, and Science Occupations",131583,,,98103,53033005000
38,53033005100,881731,0,Census Tract 51,Washington,King County,104632,17446,109022,11539,115694.0,36733.0,110000.0,35260.0,131797.0,36644.0,119028.0,25484.0,145278.0,34176.0,101250.0,26087.0,69167.0,59391.0,84625.0,4856.0,69375.0,16466.0,,,107750.0,86817.0,80833.0,57104.0,78533.0,24155.0,79130.0,41155.0,,,44286.0,29715.0,73864.0,121896.0,,,,,,,,,,,,,57222.0,64136.0,116719.0,79778.0,55417.0,40635.0,,,,,,,,,32857.0,16822.0,,,,,,,"Computer, Engineering, and Science Occupations",119028,,,98103,53033005100
39,53033005600,3022785,1546484,Census Tract 56,Washington,King County,129583,38597,147548,26825,188403.0,114568.0,250001.0,,109926.0,53797.0,148235.0,35417.0,94753.0,96387.0,152188.0,20659.0,152188.0,250685.0,101667.0,62067.0,,,178929.0,68529.0,64485.0,67287.0,111094.0,48833.0,97500.0,114363.0,97500.0,114363.0,,,,,,,,,,,,,,,,,,,84145.0,102408.0,138750.0,135409.0,69844.0,17322.0,58750.0,1868.0,,,,,,,,,,,,,,,"Management, Business, and Financial Occupations",188403,,,98199,53033005600
