,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Workers 16 Years and Over,Total Workers 16 Years and Over - Margin of Error,"All Workers who commuted by car, truck, or van","All Workers who commuted by car, truck, or van - Margin of Error",Workers who drove alone,Workers who drove alone - Margin of Error,Workers who carpooled,Workers who carpooled - Margin of Error,All Workers who commuted by public transportation (excluding taxicab),All Workers who commuted by public transportation (excluding taxicab) - Margin of Error,Workers who commuted by bus,Workers who commuted by bus - Margin of Error,Workers who commuted by subway or elevated rail,Workers who commuted by subway or elevated rail - Margin of Error,Workers who commuted by long-distance train or commuter rail,Workers who commuted by long-distance train or commuter rail - Margin of Error,"Workers who commuted by light rail, streetcar or trolley (carro público in Puerto Rico)","Workers who commuted by light rail, streetcar or trolley (carro público in Puerto Rico) - Margin of Error",Workers who commuted by ferryboat,Workers who commuted by ferryboat - Margin of Error,Workers who commuted by taxicab,Workers who commuted by taxicab - Margin of Error,Workers who commuted by motorcycle,Workers who commuted by motorcycle - Margin of Error,Workers who commuted by bicycle,Workers who commuted by bicycle - Margin of Error,Workers who commuted by walking,Workers who commuted by walking - Margin of Error,Workers who commuted by other means,Workers who commuted by other means - Margin of Error,Workers who worked at home,Workers who worked at home - Margin of Error,Percent of workers who commuted by driving alone,Percent of workers who commuted by driving alone - Margin of Error,Percent of workers who commuted by carpooling,Percent of workers who commuted by carpooling - Margin of Error,Percent of workers who commuted by public transportation,Percent of workers who commuted by public transportation - Margin of Error,Percent of workers who commuted by bus,Percent of workers who commuted by bus - Margin of Error,"Percent of workers who commuted by light rail, streetcar or trolley","Percent of workers who commuted by light rail, streetcar or trolley - Margin of Error",Percent of workers who commuted by subway or elevated rail,Percent of workers who commuted by subway or elevated rail - Margin of Error,Percent of workers who commuted by long-distance train or commuter rail,Percent of workers who commuted by long-distance train or commuter rail - Margin of Error,Percent of workers who commuted by ferryboat,Percent of workers who commuted by ferryboat - Margin of Error,Percent of workers who commuted by taxicab,Percent of workers who commuted by taxicab - Margin of Error,Percent of workers who commuted by motorcycle,Percent of workers who commuted by motorcycle - Margin of Error,Percent of workers who commuted by bicycle,Percent of workers who commuted by bicycle - Margin of Error,Percent of workers who commuted by walking,Percent of workers who commuted by walking - Margin of Error,Percent of workers who commuted by other means,Percent of workers who commuted by other means - Margin of Error,Percent of workers who worked at home,Percent of workers who worked at home - Margin of Error,x,y,zip,tract
36,53033004800,1278329,26886,Census Tract 48,Washington,King County,3347,591,1181,254,889,210,292,167,453,159,425,157,15,23,0,18,0,18,13,21,58,69,15,24,295,133,269,166,49,59,1027,449,26.6,4.16772465345005,8.7,4.7457800612357,13.5,4.1056046207445,12.7,4.12020132362863,0.0,0.537795040334628,0.4,0.682610832143157,0.0,0.537795040334628,0.4,0.623667888741833,1.7,2.03871288439003,0.4,0.712680019185477,8.8,3.65625914555996,8.0,4.75229350506559,1.5,1.74371486676603,30.7,12.2721818415416,,,98107,53033004800
37,53033005000,757380,0,Census Tract 50,Washington,King County,3168,497,1828,399,1717,401,111,72,594,226,577,221,17,29,0,13,0,13,0,13,0,13,0,13,61,63,98,75,2,12,585,331,54.2,9.37682686444309,3.5,2.20525336987911,18.8,6.49916017570953,18.2,6.36398676092421,0.0,0.410353535353535,0.5,0.911524785657254,0.0,0.410353535353535,0.0,0.410353535353535,0.0,0.410353535353535,0.0,0.410353535353535,1.9,1.96555967132407,3.1,2.31714899645269,0.1,0.378658375660971,18.5,10.0385857684189,,,98103,53033005000
38,53033005100,881731,0,Census Tract 51,Washington,King County,2367,260,911,170,818,170,93,52,311,114,283,111,28,20,0,13,0,13,0,13,23,38,16,18,188,66,226,72,21,24,671,164,34.6,6.09692522339115,3.9,2.1540645256882,13.1,4.59489670713967,12.0,4.50183012597117,0.0,0.549218419940853,1.2,0.834900660294333,0.0,0.549218419940853,0.0,0.549218419940853,1.0,1.60185567469786,0.7,0.756822748567516,7.9,2.64833715299172,9.5,2.85530313475265,0.9,1.00924756154341,28.3,6.18945749384854,,,98103,53033005100
39,53033005600,3022785,1546484,Census Tract 56,Washington,King County,3285,413,1807,245,1504,246,303,129,227,169,227,169,0,18,0,18,0,18,0,18,0,18,6,12,39,37,56,89,114,168,1036,372,45.8,4.79023922393515,9.2,3.75181364490921,6.9,5.07071121170652,6.9,5.07071121170652,0.0,0.547945205479452,0.0,0.547945205479452,0.0,0.547945205479452,0.0,0.547945205479452,0.0,0.547945205479452,0.2,0.364574341811419,1.2,1.11639811576034,1.7,2.70079417000851,3.5,5.09551049160558,31.5,10.6073842440269,,,98199,53033005600
40,53033005700,5085640,2365806,Census Tract 57,Washington,King County,3484,447,2251,460,1844,466,407,150,331,100,318,97,0,18,0,18,0,18,13,21,0,18,19,28,124,99,30,34,21,34,708,259,52.9,11.5234128948828,11.7,4.03608893358787,9.5,2.59858082767486,9.1,2.52589566926804,0.0,0.516647531572905,0.0,0.516647531572905,0.0,0.516647531572905,0.4,0.60085128860919,0.0,0.516647531572905,0.5,0.800622355734395,3.6,2.8046304978443,0.9,0.969616245929984,0.6,0.97282080434922,20.3,6.96177475447794,,,98199,53033005700
41,53033005801,1822365,260223,Census Tract 58.01,Washington,King County,4551,630,2242,351,1948,349,294,187,655,200,655,200,0,18,0,18,0,18,0,18,64,89,0,18,201,110,113,73,33,37,1243,539,42.8,4.8680630020522,6.5,4.01049064308461,14.4,3.91705793593325,14.4,3.91705793593325,0.0,0.3955174686882,0.0,0.3955174686882,0.0,0.3955174686882,0.0,0.3955174686882,1.4,1.94590054531931,0.0,0.3955174686882,4.4,2.3384462432593,2.5,1.56678346991308,0.7,0.806787686381902,27.3,11.22382764305,,,98199,53033005801
42,53033006000,1340653,160754,Census Tract 60,Washington,King County,4151,669,2040,371,1785,354,255,144,520,219,474,179,0,18,0,18,0,18,46,73,56,61,0,18,146,93,555,420,17,26,817,250,43.0,4.96964096989206,6.1,3.32476281961162,12.5,4.87425152798774,11.4,3.89978501394575,0.0,0.433630450493857,0.0,0.433630450493857,0.0,0.433630450493857,1.1,1.74951993090613,1.3,1.45335181242541,0.0,0.433630450493857,3.5,2.16752689166914,13.4,9.88592462247222,0.4,0.622867715427203,19.7,5.11959266128863,,,98109,53033006000
43,53033006100,1227451,652743,Census Tract 61,Washington,King County,3747,467,1799,310,1565,308,234,137,497,184,497,184,0,18,0,18,0,18,0,18,13,21,16,26,261,126,120,78,42,68,999,330,41.8,6.36156467529209,6.2,3.57245336537096,13.3,4.62397231902401,13.3,4.62397231902401,0.0,0.480384307445957,0.0,0.480384307445957,0.0,0.480384307445957,0.0,0.480384307445957,0.3,0.558777776483832,0.4,0.691844545244807,7.0,3.24869468941241,3.2,2.04304032999348,1.1,1.80940014327435,26.7,8.15613295822422,,,98102,53033006100
44,53033006200,2437426,239356,Census Tract 62,Washington,King County,2501,393,1221,192,1060,174,161,65,333,146,230,126,64,38,0,13,39,37,0,13,0,13,0,13,95,50,335,187,0,13,517,156,42.4,2.01194507589846,6.4,2.3940226522493,13.3,5.44985376001935,9.2,4.82628469953729,1.6,1.45897433933452,2.6,1.46521675436946,0.0,0.519792083166733,0.0,0.519792083166733,0.0,0.519792083166733,0.0,0.519792083166733,3.8,1.90801816585743,13.4,7.17464292145076,0.0,0.519792083166733,20.7,5.32494471531412,,,98112,53033006200
45,53033006300,2610569,3533560,Census Tract 63,Washington,King County,2560,334,1640,352,1534,317,106,146,143,97,129,93,14,25,0,18,0,18,0,18,0,18,0,18,39,44,34,33,43,40,661,227,59.9,9.60281118412581,4.1,5.67748137600293,5.6,3.71831404698621,5.0,3.57282788034693,0.0,0.703125,0.5,0.97395250396038,0.0,0.703125,0.0,0.703125,0.0,0.703125,0.0,0.703125,1.5,1.70721868336012,1.3,1.27736313685599,1.7,1.54705557798707,25.8,8.20235202366099,,,98112,53033006300
46,53033006400,903649,0,Census Tract 64,Washington,King County,1916,247,829,198,645,188,184,74,259,85,238,82,21,22,0,13,0,13,0,13,0,13,0,13,135,62,212,114,25,29,456,153,33.7,8.80022512340673,9.6,3.65841807148287,13.5,4.07973270140298,12.4,3.9688755951626,0.0,0.678496868475992,1.1,1.13949883514469,0.0,0.678496868475992,0.0,0.678496868475992,0.0,0.678496868475992,0.0,0.678496868475992,7.0,3.10580957348914,11.1,5.77638610494602,1.3,1.50419417448442,23.8,7.37245550606917,,,98112,53033006400
47,53033006500,1147619,0,Census Tract 65,Washington,King County,3338,592,1144,240,934,210,210,128,594,160,359,114,199,122,0,13,36,39,0,13,0,13,0,13,90,72,455,149,97,126,958,443,28.0,3.86693891054326,6.3,3.66871810546293,17.8,3.60768019245067,10.8,2.83293404047929,1.1,1.1526014540694,6.0,3.49860938697784,0.0,0.389454763331336,0.0,0.389454763331336,0.0,0.389454763331336,0.0,0.389454763331336,2.7,2.10330868842248,13.6,3.75245615117907,2.9,3.73936733873833,28.7,12.2565441561876,,,98102,53033006500
48,53033006600,1117109,831139,Census Tract 66,Washington,King County,3440,488,1334,327,1277,325,57,48,815,301,782,303,33,38,0,13,0,13,0,13,0,13,0,13,127,86,458,168,9,14,697,266,37.1,7.84385991359349,1.7,1.37540736253012,23.7,8.07877425360823,22.7,8.19656369133961,0.0,0.377906976744186,1.0,1.09623651632271,0.0,0.377906976744186,0.0,0.377906976744186,0.0,0.377906976744186,0.0,0.377906976744186,3.7,2.44452610740927,13.3,4.50371548360483,0.3,0.405280856414268,20.3,7.17848989416295,,,98102,53033006600
49,53033006800,718106,0,Census Tract 68,Washington,King County,2016,281,763,163,660,148,103,63,479,179,479,179,0,13,0,13,0,13,0,13,31,49,0,13,55,60,28,24,25,23,635,224,32.7,5.75078062418337,5.1,3.04277642501211,23.8,8.23821739877079,23.8,8.23821739877079,0.0,0.64484126984127,0.0,0.64484126984127,0.0,0.64484126984127,0.0,0.64484126984127,1.5,2.42108696968063,0.0,0.64484126984127,2.7,2.95179728558483,1.4,1.17463032785606,1.2,1.12770327721892,31.5,10.2069403190114,,,98109,53033006800
50,53033006900,905121,0,Census Tract 69,Washington,King County,3003,443,1274,221,1169,211,105,74,557,192,557,192,0,13,0,13,0,13,0,13,0,13,0,13,101,86,147,84,7,12,917,327,38.9,4.04866478810321,3.5,2.40961467688942,18.5,5.77852903855779,18.5,5.77852903855779,0.0,0.432900432900433,0.0,0.432900432900433,0.0,0.432900432900433,0.0,0.432900432900433,0.0,0.432900432900433,0.0,0.432900432900433,3.4,2.82049647897077,4.9,2.70238482408001,0.2,0.398118111802567,30.5,9.91366424163931,,,98119,53033006900
51,53033007600,571882,0,Census Tract 76,Washington,King County,2997,412,567,209,497,195,70,80,1089,243,954,231,135,85,0,13,0,13,0,13,54,75,26,42,196,175,388,185,50,61,627,165,16.6,6.09405750867123,2.3,2.64995439313581,36.3,6.38666894057477,31.8,6.34506433518377,0.0,0.433767100433767,4.5,2.76774311053719,0.0,0.433767100433767,0.0,0.433767100433767,1.8,2.49021402521321,0.9,1.3963175825588,6.5,5.76954588359294,12.9,5.91070970606929,1.7,2.02240588021387,20.9,4.69458452486029,,,98112,53033007600
52,53033007700,1058322,0,Census Tract 77,Washington,King County,3768,503,1642,293,1416,247,226,128,809,253,788,257,21,33,0,18,0,18,0,18,0,18,23,32,79,58,325,163,29,36,861,318,37.6,4.21952562368728,6.0,3.30132108176132,21.5,6.07198584582944,20.9,6.22308512950376,0.0,0.477707006369427,0.6,0.872630377511352,0.0,0.477707006369427,0.0,0.477707006369427,0.0,0.477707006369427,0.6,0.84533874189227,2.1,1.51361944981197,8.6,4.16985475876472,0.8,0.949873782620541,22.9,7.86895023505648,,,98112,53033007700
53,53033007800,2097740,3632914,Census Tract 78,Washington,King County,3172,416,1829,315,1590,318,239,112,271,117,255,114,16,25,0,18,0,18,0,18,9,15,18,28,193,116,137,109,21,31,694,198,50.1,7.56892916051286,7.5,3.38980419023467,8.5,3.51422588589539,8.0,3.43582475178381,0.0,0.567465321563682,0.5,0.785365132499013,0.0,0.567465321563682,0.0,0.567465321563682,0.3,0.471421461566463,0.6,0.879581025048854,6.1,3.56887802356201,4.3,3.38931188192853,0.7,0.973436885181124,21.9,5.54353351112624,,,98122,53033007800
54,53033008002,234314,0,Census Tract 80.02,Washington,King County,2602,494,802,392,802,392,0,13,384,138,303,122,27,31,10,16,29,39,15,23,40,52,13,21,45,46,681,191,0,13,637,213,30.8,13.8824049956333,0.0,0.499615680245965,14.8,4.50310892259927,11.6,4.13474978543281,1.1,1.4838359021639,1.0,1.17499034506016,0.4,0.61056731571189,0.6,0.877133524222228,1.5,1.97703613000171,0.5,0.801478069162081,1.7,1.73711246439026,26.2,5.40307032629684,0.0,0.499615680245965,24.5,6.73856758365078,,,98121,53033008002
55,53033008200,375785,0,Census Tract 82,Washington,King County,2899,417,603,186,603,186,0,13,506,240,354,225,39,50,16,27,97,77,0,13,15,25,0,13,0,13,1058,272,34,43,683,302,20.8,5.67567217468252,0.0,0.448430493273543,17.5,7.88883218508334,12.2,7.55992815456905,3.3,2.61211795384052,1.3,1.71384261513465,0.6,0.927965912972356,0.0,0.448430493273543,0.5,0.859148593034807,0.0,0.448430493273543,0.0,0.448430493273543,36.5,7.77650182593159,1.2,1.47364514924096,23.6,9.85074566390245,,,98101,53033008200
56,53033008300,237955,0,Census Tract 83,Washington,King County,2503,386,584,231,584,231,0,13,446,185,433,181,0,13,0,13,13,19,0,13,17,26,0,13,47,44,918,209,15,23,476,216,23.3,8.4986132383993,0.0,0.519376747902517,17.8,6.86133177801282,17.3,6.72122454215686,0.5,0.754851599509007,0.0,0.519376747902517,0.0,0.519376747902517,0.0,0.519376747902517,0.7,1.0334593647376,0.0,0.519376747902517,1.9,1.73387557612005,36.7,6.14263742502485,0.6,0.91423803909773,19.0,8.1160235835126,,,98101,53033008300
57,53033008500,450978,0,Census Tract 85,Washington,King County,1551,230,493,148,460,144,33,31,236,93,155,78,71,63,0,13,0,13,10,15,0,13,0,13,0,13,643,154,0,13,179,82,29.7,8.1765408065767,2.1,1.9736501271101,15.2,5.55538016435987,10.0,4.80570257433933,0.0,0.838168923275306,4.6,4.00476990422044,0.0,0.838168923275306,0.6,0.962380326354645,0.0,0.838168923275306,0.0,0.838168923275306,0.0,0.838168923275306,41.5,7.79691808461626,0.0,0.838168923275306,11.5,5.00224625270816,,,98104,53033008500
58,53033008600,711350,0,Census Tract 86,Washington,King County,4165,569,999,308,888,277,111,85,956,339,739,271,38,45,0,18,179,202,0,18,8,16,55,51,165,84,1229,303,20,26,733,287,21.3,5.97891976575483,2.7,2.00807666627699,23.0,7.51096621320448,17.7,6.03823336536857,4.3,4.8142698848023,0.9,1.07321850002965,0.0,0.432172869147659,0.0,0.432172869147659,0.2,0.383256404180842,1.3,1.21112750760844,4.0,1.94283313001467,29.5,6.05588615122281,0.5,0.620793170956595,17.6,6.45770303871132,,,98122,53033008600
59,53033008700,732385,0,Census Tract 87,Washington,King County,3190,597,1513,534,1262,518,251,97,585,162,585,162,0,13,0,13,0,13,0,13,19,21,7,12,59,47,370,153,37,38,600,169,39.6,14.452159903297,7.9,2.66041443123971,18.3,3.74314476359991,18.3,3.74314476359991,0.0,0.407523510971787,0.0,0.407523510971787,0.0,0.407523510971787,0.0,0.407523510971787,0.6,0.648801569204909,0.2,0.373927212425585,1.8,1.43211855381393,11.6,4.27692340891441,1.2,1.17127833499252,18.8,3.95932520442175,,,98122,53033008700
60,53033008800,948581,0,Census Tract 88,Washington,King County,2511,294,1140,264,971,231,169,89,717,174,717,174,0,13,0,13,0,13,0,13,48,48,0,13,159,80,113,70,11,18,323,110,38.7,8.00821860630409,6.7,3.45569370048894,28.6,6.069643635325,28.6,6.069643635325,0.0,0.517722023098367,0.0,0.517722023098367,0.0,0.517722023098367,0.0,0.517722023098367,1.9,1.89844094176862,0.0,0.517722023098367,6.3,3.09851726455749,4.5,2.73748639717802,0.4,0.715008517858241,12.9,4.1136826933949,,,98122,53033008800
61,53033008900,1270033,1798066,Census Tract 89,Washington,King County,3696,494,2095,368,1706,354,389,188,467,139,467,139,0,18,0,18,0,18,0,18,0,18,0,18,149,90,64,58,52,51,869,498,46.2,7.32633939620225,10.5,4.88818888646387,12.6,3.36031522311111,12.6,3.36031522311111,0.0,0.487012987012987,0.0,0.487012987012987,0.0,0.487012987012987,0.0,0.487012987012987,0.0,0.487012987012987,0.0,0.487012987012987,4.0,2.37470140833248,1.7,1.55210312685863,1.4,1.36699667443426,23.5,13.1024321398302,,,98144,53033008900
62,53033009000,855872,0,Census Tract 90,Washington,King County,2070,343,735,163,692,152,43,58,611,218,602,216,0,13,0,13,9,13,0,13,10,14,0,13,31,37,155,68,23,36,505,197,33.4,4.82027782569943,2.1,2.7807095026653,29.5,9.32678178068641,29.1,9.25541335244063,0.4,0.62387336686288,0.0,0.628019323671498,0.0,0.628019323671498,0.0,0.628019323671498,0.5,0.671574622818738,0.0,0.628019323671498,1.5,1.77013042184028,7.5,3.0416964270365,1.1,1.72935755999219,24.4,8.61569083778083,,,98144,53033009000
63,53033009100,410621,0,Census Tract 91,Washington,King County,1432,226,460,129,450,129,10,15,484,184,416,173,34,46,0,13,34,28,0,13,0,13,0,13,37,58,294,110,0,13,157,84,31.4,7.52027959845993,0.7,1.04167205394167,33.8,11.6896311001705,29.1,11.1772427814162,2.4,1.91906618006597,2.4,3.19036029105659,0.0,0.907821229050279,0.0,0.907821229050279,0.0,0.907821229050279,0.0,0.907821229050279,2.6,4.0296996778224,20.5,6.96474220519977,0.0,0.907821229050279,11.0,5.60491671637272,,,98104,53033009100
64,53033009200,338451,154864,Census Tract 92,Washington,King County,1604,392,357,142,329,145,28,44,592,241,437,203,7,16,0,13,148,141,0,13,7,11,15,21,0,13,376,121,0,13,257,199,20.5,7.52279595335073,1.7,2.70976550587901,36.9,12.0162872173968,27.2,10.762842465674,9.2,8.49637906352305,0.4,0.991788134957385,0.0,0.810473815461347,0.0,0.810473815461347,0.4,0.677441376469751,0.9,1.28912493428187,0.0,0.810473815461347,23.4,4.90786494519382,0.0,0.810473815461347,16.0,11.7723429833367,,,98104,53033009200
65,53033009300,9444110,639051,Census Tract 93,Washington,King County,2051,324,867,227,669,186,198,147,363,131,224,101,64,58,0,13,42,36,33,51,6,9,0,13,101,57,346,175,11,16,357,134,32.6,7.46265695494855,9.7,7.00310951377278,17.7,5.7426821017282,10.9,4.61230552014145,2.0,1.72517401437482,3.1,2.78459438024295,0.0,0.633837152608484,1.6,2.47356744929474,0.3,0.436370097893152,0.0,0.633837152608484,4.9,2.66803589217189,16.9,8.1055699153073,0.5,0.775492869651773,17.4,5.92659788360499,,,98134,53033009300
66,53033009400,1686311,0,Census Tract 94,Washington,King County,4201,509,1821,411,1587,385,234,159,1169,282,851,211,161,97,0,18,138,111,19,34,0,18,0,18,236,153,234,120,51,85,690,239,37.8,7.93964962725492,5.6,3.72415680167832,27.8,5.8045640199228,20.3,4.38208420105197,3.3,2.61207941458758,3.8,2.26180179564689,0.0,0.428469412044751,0.5,0.807473844355971,0.0,0.428469412044751,0.0,0.428469412044751,5.6,3.57782133869697,5.6,2.77559233419161,1.2,2.01797420415563,16.4,5.32971398883866,,,98144,53033009400
67,53033009500,2597717,2916270,Census Tract 95,Washington,King County,3974,506,1985,399,1777,394,208,135,756,247,542,245,166,103,0,18,48,55,0,18,0,18,13,21,160,95,183,92,80,108,797,216,44.7,8.11663866790343,5.2,3.33106938083135,19.0,5.72398179555503,13.6,5.91543951387376,1.2,1.37542452630039,4.2,2.53668851268082,0.0,0.452944136889784,0.0,0.452944136889784,0.0,0.452944136889784,0.3,0.526790715912044,4.0,2.3349243644138,4.6,2.2395663723349,2.0,2.70555011924172,20.1,4.79811713767059,,,98144,53033009500
68,53033009600,1906922,1385222,Census Tract 96,Washington,King County,3389,772,1545,259,1251,258,294,139,554,218,237,126,61,71,48,78,0,18,208,152,0,18,0,18,77,66,40,44,9,17,1164,719,36.9,11.3429626947586,8.7,3.59404296524188,16.3,5.24514078578112,7.0,3.35933530460419,0.0,0.531130126881086,1.8,2.05449873293628,1.4,2.2788376609986,6.1,4.26162348422061,0.0,0.531130126881086,0.0,0.531130126881086,2.3,1.87744338523469,1.2,1.27017381019923,0.3,0.49796177937822,34.3,19.7203280396627,,,98116,53033009600
69,53033009701,1861358,1607123,Census Tract 97.01,Washington,King County,3474,598,2255,565,1886,480,369,220,220,119,220,119,0,18,0,18,0,18,0,18,0,18,0,18,107,96,91,104,10,17,791,321,54.3,10.1772701554618,10.6,6.06307044961453,6.3,3.24736431171079,6.3,3.24736431171079,0.0,0.518134715025907,0.0,0.518134715025907,0.0,0.518134715025907,0.0,0.518134715025907,0.0,0.518134715025907,0.0,0.518134715025907,3.1,2.71204794532449,2.6,2.95951519815492,0.3,0.486834374821723,22.8,8.36763347137308,,,98116,53033009701
70,53033009702,2220441,0,Census Tract 97.02,Washington,King County,3060,428,1607,300,1482,301,125,77,440,120,397,110,0,18,0,18,11,18,32,38,0,18,0,18,135,100,37,39,0,18,841,231,48.4,7.13237823890626,4.1,2.45061470658342,14.4,3.36657186569003,13.0,3.10313513253705,0.4,0.586082504654916,0.0,0.588235294117647,0.0,0.588235294117647,1.0,1.23318588566239,0.0,0.588235294117647,0.0,0.588235294117647,4.4,3.20918639201492,1.2,1.26323895427554,0.0,0.588235294117647,27.5,6.49695622069514,,,98116,53033009702
71,53033009900,6565170,2370735,Census Tract 99,Washington,King County,3676,509,2434,444,2251,417,183,119,599,197,533,189,0,18,0,18,15,22,51,74,0,18,30,34,29,44,62,64,9,16,513,183,61.2,7.53593524078653,5.0,3.1629735004909,16.3,4.86096582216982,14.5,4.73326756969655,0.4,0.595803537906417,0.0,0.489662676822633,0.0,0.489662676822633,1.4,2.00387054193786,0.0,0.489662676822633,0.8,0.917989359146811,0.8,1.19195827904259,1.7,1.72528848065833,0.2,0.433933491125815,14.0,4.58790775882505,,,98126,53033009900
72,53033010001,2327512,0,Census Tract 100.01,Washington,King County,1842,274,989,181,840,183,149,99,383,159,170,82,27,27,0,13,186,132,0,13,10,18,45,52,46,42,112,88,26,39,231,89,45.6,7.25852086578697,8.1,5.23817011672213,20.8,8.0587752578185,9.2,4.23471236082696,10.1,7.00693779063719,1.5,1.44949049990176,0.0,0.705754614549403,0.0,0.705754614549403,0.5,0.973856183826733,2.4,2.79953108986816,2.5,2.24966681160416,6.1,4.69101848765576,1.4,2.10682731580535,12.5,4.45706982957067,,,98108,53033010001
73,53033010002,948077,0,Census Tract 100.02,Washington,King County,2948,474,1381,231,1289,236,92,46,689,173,337,124,176,75,0,13,176,140,0,13,0,13,10,16,38,28,39,30,79,68,712,243,43.7,3.82899384716215,3.1,1.47749950904585,23.4,4.50736110677486,11.4,3.78339830416622,6.0,4.65095503834886,6.0,2.35605228670845,0.0,0.440976933514247,0.0,0.440976933514247,0.0,0.440976933514247,0.3,0.539993422318797,1.3,0.926907932421706,1.3,0.995160153137135,2.7,2.26604834170932,24.2,7.27082013920562,,,98144,53033010002
74,53033010200,2795533,2076618,Census Tract 102,Washington,King County,2821,252,1538,193,1451,191,87,64,477,136,171,72,148,66,0,18,158,80,0,18,0,18,9,15,64,37,36,42,74,48,623,168,51.4,4.97292334537394,3.1,2.25190983105048,16.9,4.57825015511262,6.1,2.49418413808265,5.6,2.79138961583793,5.2,2.29217550560902,0.0,0.638071605813541,0.0,0.638071605813541,0.0,0.638071605813541,0.3,0.530962031193397,2.3,1.2958396300673,1.3,1.48446300176639,2.6,1.68531148164783,22.1,5.61908235560352,,,98118,53033010200
75,53033010401,1629874,0,Census Tract 104.01,Washington,King County,2287,327,1590,280,1392,240,198,125,364,120,199,98,87,52,0,13,78,50,0,13,0,13,0,13,20,23,30,40,0,13,283,192,60.9,5.86420162778076,8.7,5.32364985849814,15.9,4.72786050654992,8.7,4.10050170444493,3.4,2.13119051163725,3.8,2.20770442865595,0.0,0.568430257979886,0.0,0.568430257979886,0.0,0.568430257979886,0.0,0.568430257979886,0.9,0.997880839662078,1.3,1.73893053718358,0.0,0.568430257979886,12.4,8.20672035209458,,,98108,53033010401
76,53033010402,1742875,0,Census Tract 104.02,Washington,King County,2784,415,1752,390,1473,371,279,94,466,139,428,139,9,11,0,13,24,16,5,9,0,13,0,13,86,87,18,18,24,27,438,158,52.9,10.741570395925,10.0,3.0279807057389,16.7,4.32463533253866,15.4,4.43581211381116,0.9,0.560161604443792,0.3,0.392165262166599,0.0,0.466954022988506,0.2,0.322165403012004,0.0,0.466954022988506,0.0,0.466954022988506,3.1,3.09088754124219,0.6,0.639327953517267,0.9,0.961276207578965,15.7,5.16805822076812,,,98108,53033010402
77,53033010701,1457384,3664,Census Tract 107.01,Washington,King County,2267,303,1227,230,1061,207,166,91,551,169,540,170,0,13,0,13,0,13,11,16,0,13,0,13,30,31,52,62,0,13,407,133,46.8,6.65171689060348,7.3,3.89297810979516,24.3,6.70974506379997,23.8,6.78951083149061,0.0,0.573445081605646,0.0,0.573445081605646,0.0,0.573445081605646,0.5,0.702792589795482,0.0,0.573445081605646,0.0,0.573445081605646,1.3,1.35595888823517,2.3,2.71765394116561,0.0,0.573445081605646,18.0,5.35361621523947,,,98106,53033010701
78,53033010702,780116,0,Census Tract 107.02,Washington,King County,2130,388,1180,291,1119,281,61,56,312,106,301,104,5,7,0,13,0,13,6,11,0,13,0,13,0,13,87,75,0,13,551,246,52.5,9.08079195934246,2.9,2.57683159177964,14.6,4.20074180285597,14.1,4.14893494815189,0.0,0.610328638497653,0.2,0.325844754290734,0.0,0.610328638497653,0.3,0.513876398729865,0.0,0.610328638497653,0.0,0.610328638497653,0.0,0.610328638497653,4.1,3.44162020668237,0.0,0.610328638497653,25.9,10.5442573412565,,,98126,53033010702
79,53033010800,4140525,322633,Census Tract 108,Washington,King County,2787,401,2048,358,1834,336,214,89,240,97,240,97,0,13,0,13,0,13,0,13,0,13,0,13,18,19,76,60,18,21,387,151,65.8,7.46315847239505,7.7,2.99619828723789,8.6,3.25243025211863,8.6,3.25243025211863,0.0,0.466451381413707,0.0,0.466451381413707,0.0,0.466451381413707,0.0,0.466451381413707,0.0,0.466451381413707,0.0,0.466451381413707,0.6,0.675373504528527,2.7,2.11679666943547,0.6,0.747746179336783,13.9,5.03618020903081,,,98106,53033010800
80,53033010900,5389781,414929,Census Tract 109,Washington,King County,777,126,466,116,432,113,34,21,98,46,98,46,0,13,0,13,0,13,0,13,0,13,0,13,13,19,36,35,6,9,158,66,55.6,11.4111586527944,4.4,2.60788881564134,12.6,5.55568474262451,12.6,5.55568474262451,0.0,1.67310167310167,0.0,1.67310167310167,0.0,1.67310167310167,0.0,1.67310167310167,0.0,1.67310167310167,0.0,1.67310167310167,1.7,2.43020428753733,4.6,4.44140330743913,0.8,1.15151252161637,20.3,7.82802862294661,,,98108,53033010900
81,53033011001,1080391,0,Census Tract 110.01,Washington,King County,2212,417,1245,284,915,264,330,173,517,172,201,92,153,131,0,18,163,88,0,18,0,18,0,18,23,27,21,39,41,45,365,180,41.4,9.03504390714237,14.9,7.29780669950502,23.4,6.40692437984712,9.1,3.78998010377242,7.4,3.72788098681073,6.9,5.77691071314005,0.0,0.81374321880651,0.0,0.81374321880651,0.0,0.81374321880651,0.0,0.81374321880651,1.0,1.20477297069006,0.9,1.75400312924243,1.9,2.00412505966765,16.5,7.51939650774084,,,98118,53033011001
