Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Housing Units,Total Housing Units - Margin of Error,Occupied Housing Units,Occupied Housing Units - Margin of Error,Vacant Housing Units,Vacant Housing Units - Margin of Error,Percent of Housing Units that are Vacant (Vacancy Rate),Percent of Housing Units that are Vacant (Vacancy Rate) - Margin of Error,Percent of Total Housing Units (including Vacant) that are Owner-Occupied,Percent of Total Housing Units (including Vacant) that are Owner-Occupied - Margin of Error,Percent of Total Housing Units (including Vacant) that are Renter-Occupied,Percent of Total Housing Units (including Vacant) that are Renter-Occupied - Margin of Error,Total Occupied Housing Units,Total Occupied Housing Units - Margin of Error,Owner-Occupied Housing Units,Owner-Occupied Housing Units - Margin of Error,Renter-Occupied Housing Units,Renter-Occupied Housing Units - Margin of Error,Overall Homeownership Rate: Percent of Occupied Housing Units that are Owner-Occupied,Overall Homeownership Rate: Percent of Occupied Housing Units that are Owner-Occupied - Margin of Error,Overall Renter Rate: Percent of Occupied Housing Units that are Renter-Occupied,Overall Renter Rate: Percent of Occupied Housing Units that are Renter-Occupied - Margin of Error,Median Contract Rent (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent),Median Contract Rent (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent) - Margin of Error,Median Home Value (for Owner-Occupied Housing Units),Median Home Value (for Owner-Occupied Housing Units) - Margin of Error,Lower Contract Rent Quartile (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent),Lower Contract Rent Quartile (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent) - Margin of Error,Upper Contract Rent Quartile (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent),Upper Contract Rent Quartile (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent) - Margin of Error,Lower Home Value Quartile (for Owner-Occupied Housing Units),Lower Home Value Quartile (for Owner-Occupied Housing Units) - Margin of Error,Upper Home Value Quartile (for Owner-Occupied Housing Units),Upper Home Value Quartile (for Owner-Occupied Housing Units) - Margin of Error,Housing Units per Gross Land Acre,Gross Land Acre,Percent Owner-Occupied Housing Units,x,y
53033009802,922319,0,Census Tract 98.02,Washington,King County,1817,306,1764,310,53,74,2.9,4.0429130125292,57.2,12.981918987874,39.8,15.6261333567597,1764,310,1040,158,724,309,59,13.6957945141408,41,15.9631210337037,1420,74,713300,70334,1291,59,1854,536,540000,49896,923100,76910,7.97244567172601,227.90998832941875,97.08310401761145,,
53033010101,871622,0,Census Tract 101.01,Washington,King County,1646,244,1614,250,32,54,1.9,3.26799788612177,43.7,1.65268591142597,54.4,13.6551613800958,1614,250,719,110,895,261,44.5,9.69855672811137,55.5,13.7013099509977,1047,129,622000,53045,459,425,1249,423,491200,50179,762600,91162,7.642218382819932,215.38248680517765,98.05589307411907,,
53033010102,1623225,2170065,Census Tract 101.02,Washington,King County,1795,201,1734,220,61,95,3.4,5.27878079129879,71.4,9.79627966474068,25.2,8.57327683416901,1734,220,1282,227,452,162,73.9,9.131761530088,26.1,8.73760501749206,1877,637,851100,116602,1390,113,2952,1284,628500,61289,1117200,151380,4.475108058468705,401.107632832047,96.6016713091922,,
53033010301,1002658,0,Census Tract 103.01,Washington,King County,1523,234,1484,242,39,60,2.6,3.91989741228952,63.7,5.50511356831717,33.7,14.2535267415745,1484,242,970,171,514,231,65.4,4.3774095276509,34.6,14.5051465681432,1846,716,606700,36757,1246,271,2300,291,457200,85133,737300,49272,6.147023542738485,247.76218757110973,97.4392646093237,,
53033010302,632167,0,Census Tract 103.02,Washington,King County,1763,172,1586,197,177,98,10,5.47173034443048,31.3,7.39368188979422,58.7,9.26280049703695,1586,197,551,141,1035,192,34.7,7.77273458471985,65.3,8.99156062671596,1772,163,662600,102128,1399,166,2264,262,487800,98343,856900,96397,11.285954301143633,156.21186768595643,89.96029495178672,,
53033010501,742016,0,Census Tract 105.01,Washington,King County,2325,163,2102,201,223,183,9.6,7.84219179751584,31.7,8.17730772954613,58.8,10.6736626698076,2102,201,736,197,1366,266,35,8.75354740062819,65,11.0237780600193,1823,103,644600,49577,1573,106,2209,294,538600,44678,751500,97210,12.680240294117407,183.35614673474362,90.40860215053763,,
53033010502,975912,0,Census Tract 105.02,Washington,King County,3130,445,3054,450,76,122,2.4,3.88244640809149,37.9,6.73723348092059,59.7,11.5269590799774,3054,450,1186,270,1868,448,38.8,6.73928027517548,61.2,11.5741323898522,1846,191,734600,108255,1515,145,2458,677,516500,84562,875500,48910,12.979306128126064,241.15310703838878,97.57188498402556,,
53033010601,1089233,0,Census Tract 106.01,Washington,King County,2040,221,1975,252,65,99,3.2,4.84064964755455,66.6,8.85692026032269,30.2,7.23370505645394,1975,252,1358,233,617,162,68.8,7.88722745829827,31.2,7.16884158068862,1617,193,708300,52651,1254,215,1993,257,551200,47597,890800,46185,7.579266421138403,269.15533597162994,96.81372549019608,,
53033010602,1505061,817134,Census Tract 106.02,Washington,King County,2237,337,1943,320,294,154,13.1,6.59336362545992,50,8.85442750454981,36.9,8.96836299746331,1943,320,1118,260,825,236,57.5,9.44763056281169,42.5,9.93118645428071,1468,211,815300,86799,1259,157,2137,311,638000,62552,999700,198869,6.014917546138416,371.9086725363603,86.85739830129639,,
53033011601,1554538,184845,Census Tract 116.01,Washington,King County,1493,124,1377,152,116,81,7.8,5.38680499309865,68.9,10.2285661237951,23.3,6.55186478529902,1377,152,1029,175,348,102,74.7,9.66801295552237,25.3,6.86202228479391,1422,109,838600,55335,1240,124,1860,418,649600,43617,1044900,98038,3.8866574111685184,384.1347054952115,92.23040857334226,,
53033011602,1565825,786358,Census Tract 116.02,Washington,King County,1522,216,1478,221,44,71,2.9,4.64683773292983,72.8,9.14518586363099,24.3,8.17143686168668,1478,221,1108,210,370,135,75,8.73082055798996,25,8.33172441360429,1576,231,677200,40848,1356,81,1964,326,555100,34813,836200,65778,3.9335912218113034,386.92378393583147,97.10906701708278,,
53033011801,1160802,630417,Census Tract 118.01,Washington,King County,1353,210,1137,231,216,112,16,7.89834379421076,54.4,13.3746892601396,29.6,9.51551349128805,1137,231,736,214,401,143,64.7,13.464416836033,35.3,10.3362504735647,1145,138,477100,72268,978,75,1504,381,377300,71551,654700,84641,4.716908430125979,286.8404210178538,84.03547671840354,,
53033011802,1139611,1037832,Census Tract 118.02,Washington,King County,2035,273,1872,280,163,99,8,4.74471075232582,47.6,8.42024754780045,44.4,9.37129046249749,1872,280,968,215,904,226,51.7,8.49038403644039,48.3,9.67356301890785,1269,313,534300,87536,823,428,2053,580,416500,47504,703800,62087,7.226459572243375,281.6040108791831,91.99017199017199,,
53033011901,1682374,0,Census Tract 119.01,Washington,King County,1446,352,1337,375,109,97,7.5,6.45230545536082,80.2,16.9786141386765,12.3,5.37618993316926,1337,375,1159,374,178,89,86.7,13.8323746914798,13.3,5.51070886193464,1641,528,526200,105595,1285,258,2536,749,390400,66224,713300,117465,3.4782720053866085,415.7236690404486,92.46196403872753,,
53033011902,1580686,1217487,Census Tract 119.02,Washington,King County,1442,141,1229,198,213,141,14.8,9.67082517533728,76.7,13.365585096247,8.5,7.5825606043833,1229,198,1106,221,123,110,90,10.6374670255789,10,8.803936355619,2079,1365,549200,59515,,,2289,316,381100,72545,695300,49112,3.6917939180208403,390.59601700981506,85.22884882108183,,
