Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Commuters (Workers 16 Years and Over Who Did Not Work at Home),Total Commuters (Workers 16 Years and Over Who Did Not Work at Home) - Margin of Error,Workers whose commute was less than 5 minutes,Workers whose commute was less than 5 minutes - Margin of Error,Workers whose commute was 5 to 9 minutes,Workers whose commute was 5 to 9 minutes - Margin of Error,Workers whose commute was 10 to 14 minutes,Workers whose commute was 10 to 14 minutes - Margin of Error,Workers whose commute was 15 to 19 minutes,Workers whose commute was 15 to 19 minutes - Margin of Error,Workers whose commute was 20 to 24 minutes,Workers whose commute was 20 to 24 minutes - Margin of Error,Workers whose commute was 25 to 29 minutes,Workers whose commute was 25 to 29 minutes - Margin of Error,Workers whose commute was 30 to 34 minutes,Workers whose commute was 30 to 34 minutes - Margin of Error,Workers whose commute was 35 to 39 minutes,Workers whose commute was 35 to 39 minutes - Margin of Error,Workers whose commute was 40 to 44 minutes,Workers whose commute was 40 to 44 minutes - Margin of Error,Workers whose commute was 45 to 59 minutes,Workers whose commute was 45 to 59 minutes - Margin of Error,Workers whose commute was 60 to 89 minutes,Workers whose commute was 60 to 89 minutes - Margin of Error,Workers whose commute was 90 minutes or more,Workers whose commute was 90 minutes or more - Margin of Error,Percent of workers whose commute was less than 5 minutes,Percent of workers whose commute was less than 5 minutes - Margin of Error,Percent of workers whose commute was 5 to 9 minutes,Percent of workers whose commute was 5 to 9 minutes - Margin of Error,Percent of workers whose commute was 10 to 14 minutes,Percent of workers whose commute was 10 to 14 minutes - Margin of Error,Percent of workers whose commute was 15 to 19 minutes,Percent of workers whose commute was 15 to 19 minutes - Margin of Error,Percent of workers whose commute was 20 to 24 minutes,Percent of workers whose commute was 20 to 24 minutes - Margin of Error,Percent of workers whose commute was 25 to 29 minutes,Percent of workers whose commute was 25 to 29 minutes - Margin of Error,Percent of workers whose commute was 30 to 34 minutes,Percent of workers whose commute was 30 to 34 minutes - Margin of Error,Percent of workers whose commute was 35 to 39 minutes,Percent of workers whose commute was 35 to 39 minutes - Margin of Error,Percent of workers whose commute was 40 to 44 minutes,Percent of workers whose commute was 40 to 44 minutes - Margin of Error,Percent of workers whose commute was 45 to 59 minutes,Percent of workers whose commute was 45 to 59 minutes - Margin of Error,Percent of workers whose commute was 60 to 89 minutes,Percent of workers whose commute was 60 to 89 minutes - Margin of Error,Percent of workers whose commute was 90 minutes or more,Percent of workers whose commute was 90 minutes or more - Margin of Error,Percent of workers whose commute was 45 minutes or more,x,y
53033010702,780116,0,Census Tract 107.02,Washington,King County,1579,306,18,21,121,76,74,68,81,71,453,207,80,55,206,111,64,55,77,50,260,108,108,58,37,40,1.1,1.31147917947239,7.7,4.57834522208424,4.7,4.20966578742047,5.1,4.38524494717353,28.7,11.8722284104014,5.1,3.3419700630945,13,6.5593771586769,4.1,3.39349638360935,4.9,3.02225381923046,16.5,6.04977901526675,6.8,3.42571428855378,2.3,2.49221510324154,25.64914502849905,,
53033010800,4140525,322633,Census Tract 108,Washington,King County,2400,343,0,13,211,164,226,103,285,114,427,154,230,137,469,193,76,32,97,52,242,85,41,26,96,56,0,0.541666666666667,8.8,6.71682315337502,9.4,4.07519678986294,11.9,4.43646609110175,17.8,5.8913629283828,9.6,5.54158964795668,19.5,7.54112088118629,3.2,1.25417649305551,4,2.08825233510994,10.1,3.23522821747782,1.7,1.05546303947976,4,2.26222051680791,15.791666666666668,,
53033010900,5389781,414929,Census Tract 109,Washington,King County,619,115,0,13,45,37,47,52,72,35,88,41,69,89,133,50,6,9,63,35,60,32,30,28,6,9,0,2.10016155088853,7.3,5.82279711742348,7.6,8.28136268194491,11.6,5.22504516036409,14.2,6.0742099390929,11.1,14.2281047549405,21.5,7.02227171625997,1,1.44276287202216,10.2,5.32875039670564,9.7,4.84583769709075,4.8,4.43290467384634,1,1.44276287202216,15.508885298869144,,
53033011001,1080391,0,Census Tract 110.01,Washington,King County,1847,394,44,73,16,38,63,60,355,193,198,83,149,139,240,97,86,55,166,81,228,98,176,82,126,117,2.4,3.91954938852463,0.9,2.04907470331636,3.4,3.16597497042594,19.2,9.61139693926579,10.7,3.8684055181636,8.1,7.32632376087341,13,4.46068233406998,4.7,2.80726695432196,9,3.94421273590679,12.3,4.60634553485707,9.5,3.94695161776071,6.8,6.16517698384949,28.69518137520303,,
53033011002,1719569,0,Census Tract 110.02,Washington,King County,2074,387,10,16,71,80,197,81,406,149,228,138,19,21,430,116,71,58,20,32,347,172,246,222,29,36,0.5,0.766191952623231,3.4,3.8040206272319,9.5,3.48016261768177,19.6,6.18627203191272,11,6.32972039491829,0.9,0.998002276212196,20.7,4.03926502645577,3.4,2.72259628483849,1,1.53238390524646,16.7,7.6830954239888,11.9,10.4726401871863,1.4,1.71605507723404,29.990356798457086,,
53033011101,1136851,0,Census Tract 111.01,Washington,King County,2845,335,13,21,54,54,165,117,491,250,535,180,90,69,607,195,89,76,153,86,464,185,131,91,53,62,0.5,0.736173458902096,1.9,1.88486234815398,5.8,4.05538011887053,17.3,8.54913480762956,18.8,5.92675779296187,3.2,2.39653139649867,21.3,6.37710917005386,3.1,2.64583455141998,5.4,2.95577493997057,16.3,6.21258643526024,4.6,3.15230608598347,1.9,2.16819365974128,22.776801405975394,,
53033011102,1303226,1143440,Census Tract 111.02,Washington,King County,2578,485,25,34,140,79,111,118,494,194,360,149,197,108,546,282,127,64,147,97,280,139,139,77,12,20,1,1.30617242838538,5.4,2.88906815221882,4.3,4.50494630631307,19.2,6.60552457849878,14,5.14809882986778,7.6,3.93490176483437,21.2,10.1872258067058,4.9,2.30306204309625,5.7,3.60644483726055,10.9,4.9896036838153,5.4,2.80929230628808,0.5,0.770836953028365,16.718386346004653,,
53033011200,2483779,139646,Census Tract 112,Washington,King County,1968,330,0,13,245,105,209,86,211,75,297,99,56,47,216,125,71,57,152,108,196,86,229,97,86,64,0,0.660569105691057,12.4,4.91003108715792,10.6,3.9906159188758,10.7,3.36026462542548,15.1,4.3476394278857,2.8,2.34006085075899,11,6.07914455817013,3.6,2.83245917105859,7.7,5.3327935636479,10,4.03822317208522,11.6,4.52620612179209,4.4,3.16840293926479,25.965447154471544,,
53033011300,3419308,42220,Census Tract 113,Washington,King County,2930,468,14,23,244,165,349,233,275,141,479,191,263,114,558,148,99,75,79,54,435,148,96,69,39,41,0.5,0.781264013251186,8.3,5.47205269682868,11.9,7.72127464341904,9.4,4.57281870528436,16.3,5.97292442445391,9,3.61699262495598,19,4.0325445866928,3.4,2.50218602429337,2.7,1.791979586691,14.8,4.45995026941023,3.3,2.2960622269625,1.3,1.38307192646759,19.453924914675767,,
53033011401,1233155,0,Census Tract 114.01,Washington,King County,2493,485,22,26,14,19,95,57,374,167,239,88,254,99,609,216,147,80,176,141,394,172,88,50,81,61,0.9,1.02869259291621,0.6,0.754262836309348,3.8,2.16287777788813,15,6.02953897304046,9.6,2.99693068195112,10.2,3.44107108445057,24.4,7.24458002042603,5.9,2.99694296333683,7.1,5.48654225540889,15.8,6.17634332262202,3.5,1.88438577031819,3.2,2.36379713777443,22.583233052547133,,
53033011402,1186191,0,Census Tract 114.02,Washington,King County,2404,336,15,23,87,47,386,206,358,163,393,178,146,91,213,87,46,44,135,76,490,176,125,71,10,12,0.6,0.952755819331204,3.6,1.88851037295916,16.1,8.26996383716922,14.9,6.45299784989217,16.3,7.04296674895179,6.1,3.68895819704729,8.9,3.40049632108682,1.9,1.81063817530295,5.6,3.06241672328335,20.4,6.74411870936089,5.2,2.8626006077172,0.4,0.495770671359202,25.998336106489184,,
53033011500,1538373,0,Census Tract 115,Washington,King County,2090,274,0,13,38,35,190,82,117,61,287,167,244,116,362,119,163,81,218,81,255,81,177,55,39,48,0,0.62200956937799,1.8,1.65759022010793,9.1,3.7380448811678,5.6,2.82488077378386,13.7,7.78498400612709,11.7,5.33503224658066,17.3,5.22138770968546,7.8,3.73829367450642,10.4,3.62633629743215,12.2,3.53011277275898,8.5,2.38589463920921,1.9,2.28358427299556,22.535885167464116,,
53033011700,3515808,0,Census Tract 117,Washington,King County,2462,475,8,15,120,80,144,80,241,89,287,114,170,107,569,153,193,184,156,80,348,160,184,97,42,54,0.3,0.606026793900792,4.9,3.1103447507613,5.8,3.04715512523136,9.8,3.08238908582187,11.7,4.04749339569608,6.9,4.136847369004,23.1,4.32868731797506,7.8,7.31896426363824,6.3,3.01066112844206,14.1,5.89891801974148,7.5,3.66655510898335,1.7,2.16850377993916,23.31437855402112,,
53033012000,1437048,0,Census Tract 120,Washington,King County,1438,221,0,13,100,58,98,47,223,115,161,78,86,53,166,79,115,92,103,55,246,97,99,48,41,32,0,0.904033379694019,7,3.88920734178041,6.8,3.09606812782094,15.5,7.6338303323445,11.2,5.1440456216001,6,3.5692313506364,11.5,5.19939396539172,8,6.27860952997207,7.2,3.66292014828052,17.1,6.21202476467273,6.9,3.16584141389615,2.9,2.18174490024928,26.842837273991655,,
53033012100,1739952,1380849,Census Tract 121,Washington,King County,941,182,24,25,41,37,83,45,72,37,103,48,35,26,205,87,34,39,99,60,162,79,79,58,4,9,2.6,2.61055060403478,4.4,3.8406211218304,8.8,4.46750584342152,7.7,3.64286943131953,10.9,4.64089343749378,3.7,2.66772504136891,21.8,8.22952840822435,3.6,4.08518574715777,10.5,6.04279335857632,17.2,7.70678015774871,8.4,5.9459302481948,0.4,0.952889146053444,26.036131774707762,,
53033000101,414848,0,Census Tract 1.01,Washington,King County,1738,262,16,27,93,76,131,101,193,103,349,141,155,77,234,94,86,62,42,54,345,194,39,44,55,56,0.9,1.54729868139628,5.4,4.29779795939158,7.5,5.69911266963216,11.1,5.68500897675094,20.1,7.52686781592396,8.9,4.22147038491452,13.5,5.01324530522624,4.9,3.48845898747886,2.4,3.08558925395652,19.9,10.7536710013884,2.2,2.50894423703246,3.2,3.18658356373693,25.25891829689298,,
53033000102,1495019,918878,Census Tract 1.02,Washington,King County,1914,335,12,20,92,96,270,183,255,112,434,224,238,137,227,172,42,44,100,70,188,114,20,32,36,42,0.6,1.03915419727622,4.8,4.94461390911975,14.1,9.23683475200605,13.3,5.36692791696069,22.7,11.0097709423298,12.4,6.81888431994172,11.9,8.74338030677237,2.2,2.26654016182312,5.2,3.54109373062553,9.8,5.70260776270806,1,1.6618579082114,1.9,2.16952294508309,12.748171368861025,,
53033000201,1806749,0,Census Tract 2.01,Washington,King County,2204,370,18,28,159,103,164,105,101,62,223,117,309,139,431,314,31,35,275,113,351,143,81,58,61,62,0.8,1.26299756198536,7.2,4.51366784733055,7.4,4.59737824793317,4.6,2.70582942879813,10.1,5.02944834984823,14,5.85107772208752,19.6,13.863428571672,1.4,1.57036893712866,12.5,4.67963706096803,15.9,5.91176786347388,3.7,2.55823310600479,2.8,2.77443050600257,22.36842105263158,,
53033000202,1480085,0,Census Tract 2.02,Washington,King County,1870,283,15,24,48,58,137,75,186,89,352,145,192,95,311,120,124,92,152,64,285,101,55,45,13,25,0.8,1.27766853811745,2.6,3.07718202402813,7.3,3.85440073755551,9.9,4.51504542375433,18.8,7.21176962860619,10.3,4.8367525352719,16.6,5.90293259223983,6.6,4.81635215267286,8.1,3.19375032966593,15.2,4.88382446594463,2.9,2.36489359583324,0.7,1.33275230588844,18.877005347593585,,
53033000403,669384,62871,Census Tract 4.03,Washington,King County,1231,246,20,35,71,56,32,39,15,23,135,95,122,101,337,153,50,49,60,47,76,68,277,147,36,42,1.6,2.82461827422828,5.8,4.40071127504389,2.6,3.12527640394889,1.2,1.85246376797147,11,7.39958401653754,9.9,7.96208769578174,27.4,11.1601369205216,4.1,3.89686698594873,4.9,3.69170139432797,6.2,5.38442234587296,22.5,11.0625006708802,2.9,3.36143561886346,31.600324939073925,,
53033000404,617482,13535,Census Tract 4.04,Washington,King County,2080,481,31,50,141,150,219,126,307,128,90,65,256,235,334,160,28,46,206,167,300,179,168,125,0,13,1.5,2.37901065879835,6.8,7.03909735676038,10.5,5.5468374886092,14.8,5.12056189099007,4.3,2.96047677169883,12.3,10.9337070769153,16.1,6.73666784694633,1.3,2.18951955327371,9.9,7.69526214202728,14.4,7.93314529228211,8.1,5.71199118818908,0,0.625,22.5,,
53033000601,1431268,0,Census Tract 6.01,Washington,King County,2145,547,88,62,17,19,277,278,316,200,211,157,117,68,409,177,150,165,131,147,347,244,70,68,12,19,4.1,2.69446139074323,0.8,0.862415492620151,12.9,12.5350062198926,14.7,8.53366805646002,9.8,6.87606293899661,5.5,2.84870664939346,19.1,6.66692072879779,7,7.48274313694188,6.1,6.67383577342894,16.2,10.6008787813682,3.3,3.05898151679694,0.6,0.874216677846394,20,,
53033000602,2355577,55191,Census Tract 6.02,Washington,King County,1732,293,31,36,102,95,171,110,138,96,338,183,212,128,350,130,119,95,42,50,73,50,135,69,21,36,1.8,2.05634993223597,5.9,5.3937526298697,9.9,6.12749038232262,8,5.37633930694219,19.5,10.0368216736899,12.2,7.09428827678397,20.2,6.68208533897583,6.9,5.36042474981668,2.4,2.85754063246477,4.2,2.79739899457092,7.8,3.75929313162047,1.2,2.06837678112326,13.221709006928407,,
53033001201,1008240,0,Census Tract 12.01,Washington,King County,1853,382,37,59,134,109,124,93,301,161,133,94,134,96,319,217,124,97,134,147,230,137,183,162,0,13,2,3.15730518939425,7.2,5.69030865447318,6.7,4.82556834163336,16.2,8.01736002484923,7.2,4.85226131919895,7.2,4.96166301178307,17.2,11.1600258455828,6.7,5.04970537110224,7.2,7.79174681167708,12.4,6.9364993160893,9.9,8.5022157329628,0,0.701565029681597,22.288181327576904,,
53033001202,821426,0,Census Tract 12.02,Washington,King County,1336,265,14,23,78,55,198,108,188,154,124,99,77,68,396,214,27,38,36,42,153,74,15,23,30,36,1,1.70896293364348,5.8,3.95052968617301,14.8,7.53038529727419,14.1,11.1839033658283,9.3,7.1778456359374,5.8,4.95977380736905,29.6,14.8999531209339,2,2.81592178714933,2.7,3.09794361166083,11.5,5.05169967764927,1.1,1.70709165219776,2.2,2.65754443673949,14.820359281437126,,
53033003201,1152079,1354300,Census Tract 32.01,Washington,King County,2010,526,22,37,134,146,141,125,430,240,84,73,20,36,487,442,115,104,170,97,164,112,223,189,20,35,1.1,1.81837528317973,6.7,7.05105702960513,7,5.94178588907079,21.4,10.5465118166774,4.2,3.46326828579865,1,1.77201542014624,24.2,21.0561277889183,5.7,4.95276553506743,8.5,4.28838891361966,8.2,5.14681261793192,11.1,8.94352962017778,1,1.72171438541201,20.248756218905474,,
53033003202,956016,0,Census Tract 32.02,Washington,King County,1933,474,0,13,282,287,16,30,204,140,177,135,153,146,294,172,85,100,263,159,295,199,164,189,0,13,0,0.672529746508019,14.6,14.4099738333848,0.8,1.53866206880296,10.6,6.76450422839422,9.2,6.61317243498788,7.9,7.29938794414015,15.2,8.0787396805736,4.4,5.05968317058305,13.6,7.51855072265723,15.3,9.59061198816845,8.5,9.55364568733895,0,0.672529746508019,23.745473357475426,,
53033003301,669207,0,Census Tract 33.01,Washington,King County,2409,405,0,13,102,68,78,56,174,127,415,127,229,130,381,142,155,99,228,119,311,151,336,246,0,13,0,0.53964300539643,4.2,2.73151827684259,3.2,2.25998357006294,7.2,5.13014057202728,17.2,4.40509779653797,9.5,5.1543555714451,15.8,5.2607955263242,6.4,3.96467064132068,9.5,4.67652596599512,12.9,5.88040499266846,13.9,9.93883681940446,0,0.53964300539643,26.857617268576174,,
53033003302,627071,0,Census Tract 33.02,Washington,King County,1985,271,8,15,43,41,71,77,147,92,419,179,100,68,485,161,124,76,69,65,439,201,80,64,0,13,0.4,0.753661683605692,2.2,2.04420864939569,3.6,3.84823405109256,7.4,4.52314246807336,21.1,8.54476325659598,5,3.35593979225107,24.4,7.39314100715485,6.2,3.73252156982239,3.5,3.23998831166272,22.1,9.66531465768262,4,3.17688538818451,0,0.654911838790932,26.146095717884133,,
53033003601,674139,0,Census Tract 36.01,Washington,King County,1390,335,17,29,38,42,199,121,215,169,139,100,233,115,372,166,83,69,0,13,56,53,38,45,0,13,1.2,2.06540433868241,2.7,2.94887341204332,14.3,7.99202445057423,15.5,11.5726855475318,10,6.77854768065934,16.8,7.21997282036245,26.8,10.050861552308,6,4.75084736729753,0,0.935251798561151,4,3.68725011521555,2.7,3.169655526535,0,0.935251798561151,6.762589928057554,,
53033003602,522326,0,Census Tract 36.02,Washington,King County,2200,333,57,66,227,158,96,81,337,185,347,133,198,150,442,153,123,81,86,56,193,95,20,28,74,57,2.6,2.97425673822051,10.3,7.00994300270344,4.4,3.62208922206888,15.3,8.08312013652968,15.8,5.55407589365018,9,6.68070477736549,20.1,6.25442406784148,5.6,3.58324274601318,3.9,2.4757295488517,8.8,4.10894760612393,0.9,1.2652667864845,3.4,2.54039254610385,13.045454545454547,,
53033004101,1601973,3290570,Census Tract 41.01,Washington,King County,1386,263,64,59,39,37,69,51,304,105,284,171,161,97,286,113,16,25,32,31,98,55,33,41,0,13,4.6,4.16570047704995,2.8,2.61561037698902,5,3.55632632985798,21.9,6.33007072427576,20.5,11.7089658000938,11.6,6.64237978529468,20.6,7.15115480281378,1.2,1.7904011668653,2.3,2.19332539829831,7.1,3.7345523335473,2.4,2.92344805028558,0,0.937950937950938,9.45165945165945,,
53033004102,1689910,2027249,Census Tract 41.02,Washington,King County,1550,265,44,44,46,38,173,93,193,93,193,91,298,165,163,78,43,55,58,43,203,114,92,106,44,68,2.8,2.7969142952869,3,2.39853353225106,11.2,5.68847028015732,12.5,5.60964417538981,12.5,5.4714138941714,19.2,10.1249759398462,10.5,4.70011798705815,2.8,3.51654557326795,3.7,2.69942020599908,13.1,7.00570964301638,5.9,6.76300075146433,2.8,4.36016915367344,21.870967741935484,,
53033004201,1244114,0,Census Tract 42.01,Washington,King County,1554,364,66,87,146,122,282,148,165,101,239,121,173,93,185,104,93,59,56,51,98,62,28,37,23,33,4.2,5.50935965467045,9.4,7.53596216854691,18.1,8.52264601870686,10.6,6.00468582730816,15.4,6.90288083149709,11.1,5.38657517501124,11.9,6.08379483012717,6,3.52839492799955,3.6,3.17144723146641,6.3,3.70617828048005,1.8,2.34324846846296,1.5,2.09506264417929,9.588159588159588,,
53033004202,1220977,0,Census Tract 42.02,Washington,King County,2253,389,0,13,83,66,132,78,439,175,228,99,419,216,420,173,61,79,136,110,180,105,142,83,13,23,0,0.577008433200178,3.7,2.85953829885399,5.9,3.31096601374075,19.5,7.00103371328501,10.1,4.03181041280776,18.6,9.0335023794185,18.6,6.97150178516859,2.7,3.47513466410869,6,4.76983951814576,8,4.45162802004648,6.3,3.51958369688195,0.6,1.01598823312285,14.869063470927651,,
53033004401,694919,0,Census Tract 44.01,Washington,King County,1908,465,0,13,107,72,155,119,290,152,208,88,281,188,361,136,148,101,145,113,166,112,47,42,0,13,0,0.681341719077568,5.6,3.517387623806,8.1,5.91431827116325,15.2,7.05289682287942,10.9,3.7700670002188,14.7,9.17626718765317,18.9,5.43549238498669,7.8,4.94443846716514,7.6,5.62538249622663,8.7,5.47369430811371,2.5,2.11781335033671,0,0.681341719077568,11.163522012578616,,
53033004402,294988,0,Census Tract 44.02,Washington,King County,1780,430,0,13,140,110,188,122,243,103,247,106,188,126,218,192,105,66,213,123,203,103,35,50,0,13,0,0.730337078651685,7.9,5.88043999616599,10.6,6.36132986135303,13.7,4.75476298410209,13.9,4.92195926852624,10.6,6.60283540748588,12.2,10.3728339724586,5.9,3.42309978276246,12,6.27640921966058,11.4,5.08858049319464,2,2.7685356920513,0,0.730337078651685,13.370786516853933,,
53033004701,571393,176916,Census Tract 47.01,Washington,King County,1621,355,23,38,212,211,128,92,177,131,233,172,29,42,296,140,303,151,88,73,106,89,24,41,2,4,1.4,2.32354626111309,13.1,12.6976335037394,7.9,5.40563561664476,10.9,7.71953202049728,14.4,10.1330413246871,1.8,2.56119923103596,18.3,7.65502617120652,18.7,8.36756378849417,5.4,4.3436237367091,6.5,5.30038184787329,1.5,2.50843341607249,0.1,0.245277424233713,8.143121529919803,,
53033004702,266414,0,Census Tract 47.02,Washington,King County,1700,391,0,13,30,48,59,72,169,142,268,246,114,97,389,178,95,77,53,61,366,172,69,76,88,98,0,0.764705882352941,1.8,2.79420433302063,3.5,4.15939138314738,9.9,8.03390804943104,15.8,14.0089578855125,6.7,5.49347256573197,22.9,9.05177707227095,5.6,4.34322345331183,3.1,3.51585824082118,21.5,8.82308383188657,4.1,4.37203408117096,5.2,5.64041962658931,30.76470588235294,,
53033004703,1188631,155567,Census Tract 47.03,Washington,King County,2346,390,21,33,47,43,126,118,157,144,189,113,269,210,318,168,386,283,262,180,439,375,132,114,0,13,0.9,1.39875628990351,2,1.80239495474702,5.4,4.94995829079215,6.7,6.03644427915442,8.1,4.6267727033189,11.5,8.7460968227671,13.6,6.7973498203931,16.5,11.7488932560739,11.2,7.44462809286674,18.7,15.6790326463198,5.6,4.76846135152655,0,0.554134697357204,24.33930093776641,,
53033004901,497144,0,Census Tract 49.01,Washington,King County,2286,373,19,31,79,80,251,118,403,170,314,183,318,131,558,176,74,61,43,41,122,83,62,65,43,65,0.8,1.34928228188278,3.5,3.45383585810711,11,4.84097882486284,17.6,6.85772848648974,13.7,7.68510991341478,13.9,5.26185531351999,24.4,6.58880356974146,3.2,2.61561930137388,1.9,1.76706963524675,5.3,3.52482563594166,2.7,2.80874617683016,1.9,2.82678138176178,9.930008748906387,,
53033004902,597604,17368,Census Tract 49.02,Washington,King County,1677,317,45,56,257,129,103,71,148,88,338,142,201,108,250,182,44,43,120,61,145,78,26,32,0,13,2.7,3.30054799575424,15.3,7.12599803208247,6.1,4.07145378304571,8.8,4.9752305316223,20.2,7.56197682149149,12,6.02838597333268,14.9,10.4804840608124,2.6,2.51568014395844,7.2,3.37660447521657,8.6,4.35453989277313,1.6,1.88552967980866,0,0.775193798449612,10.196779964221825,,
53033005201,699701,73218,Census Tract 52.01,Washington,King County,1710,391,0,13,54,60,159,127,362,282,430,188,138,87,220,113,44,68,88,77,125,90,40,54,50,76,0,0.760233918128655,3.2,3.43367118172217,9.3,7.11607990908032,21.2,15.7648295888472,25.1,9.37075987146712,8.1,4.7412876137504,12.9,5.91727860963423,2.6,3.93284307232848,5.1,4.34645742754037,7.3,4.99069844787554,2.3,3.11226897008906,2.9,4.3938690029841,12.573099415204677,,
53033005202,269234,19268,Census Tract 52.02,Washington,King County,1600,438,0,13,72,74,142,88,288,125,321,133,81,132,398,268,23,36,115,99,101,94,59,64,0,13,0,0.8125,4.5,4.45792653420567,8.9,4.9343062232976,18,6.0625819582089004,20.1,6.23974285231668,5.1,8.13276667516809,24.9,15.3033585906909,1.4,2.21532062078627,7.2,5.86632700861634,6.3,5.61511166387657,3.7,3.87053024641686,0,0.8125,10,,
53033005303,2432843,749176,Census Tract 53.03,Washington,King County,819,250,43,45,137,95,194,96,145,80,57,48,21,21,114,142,0,13,31,32,28,30,42,32,7,15,5.3,5.25557611218893,16.7,10.4151810900993,23.7,9.2257629343352,17.7,8.13679632126126,7,5.46221074057032,2.6,2.44172346622223,13.9,16.8095384770862,0,1.58730158730159,3.8,3.73246349894677,3.4,3.51119838574954,5.1,3.57991738417541,0.9,1.81282413669985,9.401709401709402,,
53033005304,73030,0,Census Tract 53.04,Washington,King County,757,178,40,39,116,83,212,77,161,91,88,57,10,19,49,37,10,14,9,13,19,28,35,41,8,17,5.3,4.99984846222302,15.3,10.3553692969113,28,7.75243279435941,21.3,10.9315152783735,11.6,7.01605165993493,1.3,2.49061268448857,6.5,4.64469239656729,1.3,1.82313373567375,1.2,1.6943980439262,2.5,3.65142374087421,4.6,5.30588192351171,1.1,2.23191595281465,8.190224570673713,,
53033005305,212967,0,Census Tract 53.05,Washington,King County,1168,294,0,13,162,94,178,68,242,131,87,64,83,72,94,84,77,74,44,44,79,85,31,38,91,125,0,1.11301369863014,13.9,7.2512644574086,15.2,4.37945480309227,20.7,9.92945401083529,7.4,5.14869883280308,7.1,5.89916469887533,8,6.90057818830073,6.6,6.11444282075001,3.8,3.64582982639705,6.8,7.07544931923168,2.7,3.1840935388517,7.8,10.5208367163579,17.208904109589042,,
53033005306,200489,0,Census Tract 53.06,Washington,King County,1241,272,0,13,103,95,300,120,98,77,253,136,106,86,168,108,0,13,142,120,35,37,35,39,1,2,0,1.04754230459307,8.3,7.43583201338283,24.2,8.08877576365787,7.9,5.95837595063902,20.4,10.0065752907186,8.5,6.67223012162218,13.5,8.18122820285847,0,1.04754230459307,11.4,9.33873185446602,2.8,2.9166820670666,2.8,3.08123276559429,0.1,0.160189682943907,5.72119258662369,,
53033005307,130030,0,Census Tract 53.07,Washington,King County,1281,415,54,40,362,425,199,87,207,97,60,37,96,99,109,67,28,33,27,28,53,40,85,97,1,2,4.2,2.80808621336129,28.3,31.8890718625408,15.5,4.56038629448399,16.2,5.47107722856007,4.7,2.45767347833271,7.5,7.3370813009896,8.5,4.44488327796569,2.2,2.47687684360587,2.1,2.07639813694553,4.1,2.82024537904248,6.6,7.26067047681289,0.1,0.154066132279945,10.850897736143637,,
53033005401,756239,615226,Census Tract 54.01,Washington,King County,1785,283,0,13,57,56,152,93,318,150,254,79,177,95,431,180,76,52,143,85,100,55,66,52,11,18,0,0.728291316526611,3.2,3.09613563505392,8.5,5.03212771416875,17.8,7.91447064910565,14.2,3.8075974879138,9.9,5.08463586654416,24.1,9.32915403421621,4.3,2.83387813627313,8,4.58939240611303,5.6,2.95044017878904,3.7,2.8535747027057,0.6,1.00365915150551,9.915966386554622,,
53033005402,463900,0,Census Tract 54.02,Washington,King County,1782,367,17,27,140,88,286,221,315,155,174,79,91,77,412,110,35,41,92,82,58,46,84,60,78,66,1,1.50235916446278,7.9,4.6656832548782,16,11.9532103149176,17.7,7.89959198646494,9.8,3.95089290327154,5.1,4.1910452736006,23.1,3.92831236731724,2,2.26494903829814,5.2,4.47704606082896,3.3,2.49281880085311,4.7,3.22401275401759,4.4,3.59232452022908,12.345679012345679,,
53033005803,832097,0,Census Tract 58.03,Washington,King County,1750,351,69,76,65,56,89,69,298,132,227,111,178,104,354,139,49,51,173,227,130,84,107,72,11,18,3.9,4.2702464553705,3.7,3.11207413275243,5.1,3.80862475550076,17,6.72528289565246,13,5.7847216410017,10.2,5.58171580585601,20.2,6.828434050823,2.8,2.85966198430685,9.9,12.8189896526931,7.4,4.56289618893385,6.1,3.92726496604435,0.6,1.02081568561127,14.17142857142857,,
53033005804,2334443,1169687,Census Tract 58.04,Washington,King County,1390,246,31,43,78,68,137,84,181,100,260,110,53,53,204,102,0,13,158,107,129,90,159,157,0,13,2.2,3.06824215069306,5.6,4.7902221960279,9.9,5.78594830776107,13,6.8151489309951,18.7,7.18801026707866,3.8,3.75276121054605,14.7,6.8630719062249,0,0.935251798561151,11.4,7.43033256032442,9.3,6.2630356765474,11.4,11.1120609297934,0,0.935251798561151,20.719424460431654,,
53033005901,778385,173882,Census Tract 59.01,Washington,King County,1778,295,59,49,227,104,223,116,269,108,243,138,238,187,161,84,83,55,139,89,112,86,6,12,18,29,3.3,2.70035010649068,12.8,5.45223030311403,12.5,6.18341296354649,15.1,5.53129505386741,13.7,7.42289531148501,13.4,10.2802676168058,9.1,4.4791574335059,4.7,2.99482963176382,7.8,4.83464656452799,6.3,4.72262946186247,0.3,0.672589209932345,1,1.62237406753,7.64904386951631,,
53033005902,1022976,0,Census Tract 59.02,Washington,King County,1760,342,33,38,88,60,232,108,252,161,345,143,161,103,215,110,23,26,16,26,263,152,36,44,96,81,1.9,2.12812713798117,5,3.26770744281341,13.2,5.57618559428979,14.3,8.71434537083494,19.6,7.17680638037533,9.1,5.57578173213165,12.2,5.78166935988313,1.3,1.45528345423571,0.9,1.46667258319411,14.9,8.13357964168533,2,2.46820144791086,5.5,4.47855885927379,22.443181818181817,,
