Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Commuters (Workers 16 Years and Over Who Did Not Work at Home),Total Commuters (Workers 16 Years and Over Who Did Not Work at Home) - Margin of Error,Workers whose commute was less than 5 minutes,Workers whose commute was less than 5 minutes - Margin of Error,Workers whose commute was 5 to 9 minutes,Workers whose commute was 5 to 9 minutes - Margin of Error,Workers whose commute was 10 to 14 minutes,Workers whose commute was 10 to 14 minutes - Margin of Error,Workers whose commute was 15 to 19 minutes,Workers whose commute was 15 to 19 minutes - Margin of Error,Workers whose commute was 20 to 24 minutes,Workers whose commute was 20 to 24 minutes - Margin of Error,Workers whose commute was 25 to 29 minutes,Workers whose commute was 25 to 29 minutes - Margin of Error,Workers whose commute was 30 to 34 minutes,Workers whose commute was 30 to 34 minutes - Margin of Error,Workers whose commute was 35 to 39 minutes,Workers whose commute was 35 to 39 minutes - Margin of Error,Workers whose commute was 40 to 44 minutes,Workers whose commute was 40 to 44 minutes - Margin of Error,Workers whose commute was 45 to 59 minutes,Workers whose commute was 45 to 59 minutes - Margin of Error,Workers whose commute was 60 to 89 minutes,Workers whose commute was 60 to 89 minutes - Margin of Error,Workers whose commute was 90 minutes or more,Workers whose commute was 90 minutes or more - Margin of Error,Percent of workers whose commute was less than 5 minutes,Percent of workers whose commute was less than 5 minutes - Margin of Error,Percent of workers whose commute was 5 to 9 minutes,Percent of workers whose commute was 5 to 9 minutes - Margin of Error,Percent of workers whose commute was 10 to 14 minutes,Percent of workers whose commute was 10 to 14 minutes - Margin of Error,Percent of workers whose commute was 15 to 19 minutes,Percent of workers whose commute was 15 to 19 minutes - Margin of Error,Percent of workers whose commute was 20 to 24 minutes,Percent of workers whose commute was 20 to 24 minutes - Margin of Error,Percent of workers whose commute was 25 to 29 minutes,Percent of workers whose commute was 25 to 29 minutes - Margin of Error,Percent of workers whose commute was 30 to 34 minutes,Percent of workers whose commute was 30 to 34 minutes - Margin of Error,Percent of workers whose commute was 35 to 39 minutes,Percent of workers whose commute was 35 to 39 minutes - Margin of Error,Percent of workers whose commute was 40 to 44 minutes,Percent of workers whose commute was 40 to 44 minutes - Margin of Error,Percent of workers whose commute was 45 to 59 minutes,Percent of workers whose commute was 45 to 59 minutes - Margin of Error,Percent of workers whose commute was 60 to 89 minutes,Percent of workers whose commute was 60 to 89 minutes - Margin of Error,Percent of workers whose commute was 90 minutes or more,Percent of workers whose commute was 90 minutes or more - Margin of Error,Percent of workers whose commute was 45 minutes or more,x,y
53033006701,380256,105441,Census Tract 67.01,Washington,King County,2224,596,81,100,78,115,308,216,166,105,897,338,299,253,194,132,52,81,66,51,60,76,0,13,23,38,3.6,4.38919248334778,3.5,5.08472786604056,13.8,8.97516476282441,7.5,4.27655673308896,40.3,10.6840406629798,13.4,10.7902944647135,8.7,5.45551401472885,2.3,3.58778260224263,3,2.15084539825039,2.7,3.33991079444685,0,0.584532374100719,1,1.68600669865084,3.7320143884892083,,
53033006702,304748,0,Census Tract 67.02,Washington,King County,1234,353,39,66,0,13,163,156,223,141,388,202,93,91,161,122,0,13,30,49,108,81,29,47,0,13,3.2,5.27149493257444,0,1.05348460291734,13.2,12.0638967216573,18.1,10.1899710698219,31.4,13.6770180362319,7.5,7.05221831516384,13,9.15500777635828,0,1.05348460291734,2.4,3.90945183251685,8.8,6.06780405394356,2.4,3.74895290001602,0,1.05348460291734,11.102106969205835,,
53033006703,597133,0,Census Tract 67.03,Washington,King County,1452,423,0,13,0,13,177,133,332,185,305,170,104,97,221,148,0,13,278,310,18,40,0,13,17,30,0,0.895316804407714,0,0.895316804407714,12.2,8.44335449557081,22.9,10.8611312206625,21,9.98149646986645,7.2,6.34620862069091,15.2,9.17786700877809,0,0.895316804407714,19.1,20.6084046613233,1.2,2.73104629459211,0,0.895316804407714,1.2,2.03776805251786,2.4104683195592287,,
53033007001,358281,0,Census Tract 70.01,Washington,King County,1684,397,90,87,66,79,114,100,297,216,438,220,65,69,253,138,114,120,62,68,98,92,26,41,61,104,5.3,5.0102806787811,3.9,4.59932318293178,6.8,5.71976922205415,17.6,12.1340231070926,26,11.5357663569673,3.9,3.99506751016721,15,7.38984549535657,6.8,6.94487993852151,3.7,3.94361936102076,5.8,5.28811606387012,1.5,2.40731815633159,3.6,6.11644638113632,10.985748218527316,,
53033007002,441021,0,Census Tract 70.02,Washington,King County,2217,393,46,88,107,84,355,191,439,227,561,293,93,81,383,182,45,54,41,50,75,72,72,87,0,13,2.1,3.95225034274095,4.8,3.6910470972555,16,8.13420896384011,19.8,9.61858788641466,25.3,12.4315426252444,4.2,3.57711295835482,17.3,7.61670953309316,2,2.4090013829982,1.8,2.23134649828886,3.4,3.19178513410055,3.2,3.88176391865113,0,0.58637798827244,6.630581867388363,,
53033007101,495054,0,Census Tract 71.01,Washington,King County,1568,355,0,13,134,125,113,79,418,181,294,124,69,58,396,153,0,13,40,42,47,44,21,31,36,38,0,0.829081632653061,8.5,7.73358075937493,7.2,4.7667585088131,26.7,9.83982687571052,18.8,6.6722210633918,4.4,3.56228273538982,25.3,7.90684423480469,0,0.829081632653061,2.6,2.61556316999753,3,2.72282616346124,1.3,1.9536501734124,2.3,2.36706754656466,6.63265306122449,,
53033007102,335908,0,Census Tract 71.02,Washington,King County,1544,314,17,28,124,93,202,128,328,211,364,158,66,52,289,136,31,35,35,39,16,25,50,46,22,37,1.1,1.79959461578449,8,5.7976530398943,13.1,7.85160250682706,21.2,12.9649378227772,23.6,9.04052402849796,4.3,3.25374729831672,18.7,7.94330295299547,2,2.22976199197692,2.3,2.48348177142636,1,1.60539767042657,3.2,2.90557335809928,1.4,2.37878866367275,5.699481865284974,,
53033007201,150744,0,Census Tract 72.01,Washington,King County,2587,489,0,18,60,70,306,130,493,229,532,190,178,111,376,193,191,136,119,108,236,163,96,87,0,18,0,0.695786625434867,2.3,2.67008643271945,11.8,4.50033142005629,19.1,8.08588297162008,20.6,6.23143182072418,6.9,4.08882266636662,14.5,6.93611365589042,7.4,5.06843434016657,4.6,4.0831700702173,9.1,6.06018450263927,3.7,3.28900407355558,0,0.695786625434867,12.833397758020872,,
53033007202,280585,0,Census Tract 72.02,Washington,King County,1887,480,96,156,270,151,230,201,710,293,132,123,32,50,212,196,58,71,0,13,64,86,76,71,7,14,5.1,8.16517520243312,14.3,7.12648386895303,12.2,10.1906148958071,37.6,12.2267494214574,7,6.27070818198647,1.7,2.61435984326152,11.2,9.98597674825594,3.1,3.68045639179404,0,0.688924218335983,3.4,4.47509581066944,4,3.62042242541828,0.4,0.735893183099026,7.790143084260731,,
53033007203,579631,0,Census Tract 72.03,Washington,King County,1683,403,120,153,93,121,420,272,373,183,256,170,35,59,295,197,0,13,0,13,91,91,0,13,0,13,7.1,8.92914578597737,5.5,7.06673256041449,25,15.0163007250187,22.2,9.49041100353111,15.2,9.42146435882962,2.1,3.470096338592,17.5,10.9269094945411,0,0.77243018419489,0,0.77243018419489,5.4,5.24970980774463,0,0.77243018419489,0,0.77243018419489,5.40701128936423,,
53033007301,250787,0,Census Tract 73.01,Washington,King County,1557,295,38,60,263,156,254,167,333,171,262,165,50,60,206,116,27,32,67,100,57,57,0,13,0,13,2.4,3.82572026673745,16.9,9.49438482069132,16.3,10.2707562419877,21.4,10.2077721719089,16.8,10.1063433830793,3.2,3.80522871012823,13.2,7.0158410257623,1.7,2.02880258247053,4.3,6.37064890215306,3.7,3.59457706642627,0,0.834938985228003,0,0.834938985228003,3.6608863198458574,,
53033007302,312981,0,Census Tract 73.02,Washington,King County,2853,454,0,13,370,192,676,319,688,284,323,175,284,186,210,142,56,92,80,76,93,93,42,47,31,40,0,0.455660708026639,13,6.40551641629241,23.7,10.5262930107914,24.1,9.18503493548547,11.3,5.86335635732475,10,6.32408375472147,7.4,4.83742939543879,2,3.20951271849753,2.8,2.62622501763096,3.3,3.21818959744978,1.5,1.63064740257907,1.1,1.39133006847084,5.818436733263232,,
53033007303,313527,0,Census Tract 73.03,Washington,King County,1177,224,36,58,77,72,227,112,414,180,142,101,90,84,96,79,12,32,22,35,61,72,0,13,0,13,3.1,4.89328110223935,6.5,5.98920455788967,19.3,8.77932701689151,35.2,13.7501933845791,12.1,8.26825503122119,7.6,6.98684455289268,8.2,6.53001826449872,1,2.71184383739295,1.9,2.9523080060469,5.2,6.03720588369502,0,1.10450297366185,0,1.10450297366185,5.182667799490229,,
53033007403,118559,0,Census Tract 74.03,Washington,King County,1906,533,2,10,31,35,317,161,216,122,373,119,117,62,631,449,52,49,0,13,76,70,91,73,0,13,0.1,0.523837758804771,1.6,1.779088692955,16.6,7.05129289299276,11.3,5.56125766303201,19.6,3.00527722507652,6.1,2.76307331762554,33.1,21.6617880329748,2.7,2.45501510828157,0,0.68205666316894,4,3.49924912965163,4.8,3.58976522670034,0,0.68205666316894,8.761804826862539,,
53033007404,153725,0,Census Tract 74.04,Washington,King County,2332,379,119,194,220,135,297,130,272,132,360,133,97,64,420,148,61,51,121,89,237,238,128,118,0,13,5.1,8.2775977037312,9.4,5.58229452003056,12.7,5.17610365064132,11.7,5.3335261285286,15.4,5.12177189463944,4.2,2.65986459035139,18,5.63117960312711,2.6,2.14524685918797,5.2,3.72213781423881,10.2,10.0712909211556,5.5,4.98078140237038,0,0.55746140651801,15.65180102915952,,
53033007405,131830,0,Census Tract 74.05,Washington,King County,1844,299,0,13,171,125,200,105,215,122,420,182,122,79,283,118,15,26,149,109,81,86,84,72,104,110,0,0.704989154013015,9.3,6.60987075691459,10.8,5.41575641269915,11.7,6.34018701441459,22.8,9.15283775905526,6.6,4.147676393962,15.3,5.89544867703736,0.8,1.40379541035233,8.1,5.7640312486055,4.4,4.60906575654105,4.6,3.83405446765595,5.6,5.89477839686455,14.587852494577005,,
53033007406,150829,0,Census Tract 74.06,Washington,King County,1438,309,0,13,0,13,113,107,427,192,260,119,125,109,241,134,20,33,60,51,115,86,38,43,39,44,0,0.904033379694019,0,0.904033379694019,7.9,7.2467631489616,29.7,11.7285657730786,18.1,7.30664965219179,8.7,7.34622178526072,16.8,8.59448278377774,1.4,2.27531013675746,4.2,3.43139211032974,8,5.72831811934977,2.6,2.93585431285624,2.7,3.00379340140412,13.351877607788595,,
53033007501,298283,0,Census Tract 75.01,Washington,King County,2251,552,68,114,35,59,105,109,392,268,599,298,113,109,270,190,0,13,110,124,252,184,180,195,127,162,3,5.0099434079083,1.6,2.59317544086473,4.7,4.70524727972245,17.4,11.1135842498722,26.6,11.5185554082783,5,4.68320132948948,12,7.91160880506842,0,0.577521101732563,4.9,5.37674088369057,11.2,7.6993514357614,8,8.43796007478709,5.6,7.06256093678188,24.833407374500222,,
53033007502,315931,0,Census Tract 75.02,Washington,King County,1608,466,56,91,0,13,199,250,152,129,323,207,60,96,122,118,58,95,230,215,295,197,113,138,0,13,3.5,5.56848180382023,0,0.808457711442786,12.4,15.1279429726685,9.5,7.54018102791099,20.1,11.4817516252584,3.7,5.87140279535384,7.6,7.00116549602136,3.6,5.81475169204289,14.3,12.7118769117534,18.3,11.0375041068265,7,8.33695260686718,0,0.808457711442786,25.37313432835821,,
53033007503,187541,0,Census Tract 75.03,Washington,King County,1639,466,187,205,137,154,187,179,407,276,55,86,189,170,403,248,0,13,44,74,30,50,0,13,0,13,11.4,12.0796411950021,8.4,9.09044990389958,11.4,10.4284063638088,24.8,15.2879794553194,3.4,5.15963030167776,11.5,9.84036551642486,24.6,13.4193836987716,0,0.793166564978645,2.7,4.44996279953772,1.8,3.00592368237425,0,0.793166564978645,0,0.793166564978645,1.8303843807199511,,
53033007901,267231,0,Census Tract 79.01,Washington,King County,1623,403,0,13,150,156,318,244,145,88,280,168,254,137,139,68,56,53,85,67,196,111,0,13,0,13,0,0.800985828712261,9.2,9.33385333193902,19.6,14.2249154841701,8.9,4.94747417422377,17.3,9.42319986539643,15.7,7.49347935863765,8.6,3.60996185805997,3.5,3.15116477609012,5.2,3.9179801493886,12.1,6.14675875457668,0,0.800985828712261,0,0.800985828712261,12.076401725200245,,
53033007902,431244,0,Census Tract 79.02,Washington,King County,1933,374,102,106,127,95,52,39,233,128,209,128,139,77,485,208,160,95,53,72,133,78,139,100,101,146,5.3,5.38782464135165,6.6,4.74739489091779,2.7,1.9492967800724,12.1,6.1975433102286,10.8,6.28270145596893,7.2,3.73257347110567,25.1,9.60318258905279,8.3,4.64638327357226,2.7,3.68680876989857,6.9,3.80925707907456,7.2,4.98270605135133,5.2,7.48506443367204,19.296430419037765,,
53033008003,197152,0,Census Tract 80.03,Washington,King County,2088,592,103,114,138,173,210,202,305,156,418,230,246,196,406,210,18,32,0,13,143,161,101,91,0,13,4.9,5.27759111168094,6.6,8.07075781933281,10.1,9.24453084482089,14.6,6.2183229726029,20,9.44040374400928,11.8,8.77252127309973,19.4,8.41188046206622,0.9,1.51295128580872,0,0.622605363984674,6.8,7.46222976026803,4.8,4.13682742192719,0,0.622605363984674,11.685823754789272,,
53033008004,284626,526767,Census Tract 80.04,Washington,King County,1743,326,74,3,37,62,251,147,233,125,291,197,75,75,466,284,0,13,114,146,136,177,66,59,0,13,4.2,0.812501765756672,2.1,3.53485833310733,14.4,7.99209768512445,13.4,6.72160088524085,16.7,10.8624380440788,4.3,4.2269942750304,26.7,15.5074727764722,0,0.745840504876649,6.5,8.28655681918581,7.8,10.0494963889863,3.8,3.31005122310247,0,0.745840504876649,11.589213998852554,,
53033008101,270324,277671,Census Tract 81.01,Washington,King County,1060,209,30,36,109,84,221,93,161,79,116,67,29,35,137,93,16,25,69,38,47,52,68,73,57,69,2.8,3.35006848778491,10.3,7.66076947495931,20.8,7.75094045860074,15.2,6.82467260185313,10.9,5.94106380215416,2.7,3.25752591271177,12.9,8.39534529266799,1.5,2.33963740251155,6.5,3.34727786389283,4.4,4.82713186430637,6.4,6.76964046534131,5.4,6.42250687785807,16.22641509433962,,
53033008102,556705,91220,Census Tract 81.02,Washington,King County,997,364,19,31,80,72,257,132,96,75,142,96,38,47,62,49,0,13,191,296,80,61,32,43,0,13,1.9,3.03048295119201,8,6.60077090888733,25.8,9.31234714348977,9.6,6.65060583015469,14.2,8.10406983941014,3.8,4.50408308620258,6.2,4.35889730665795,0,1.30391173520562,19.2,28.8534302758842,8,5.37140577462053,3.2,4.15069611524706,0,1.30391173520562,11.23370110330993,,
53033008401,250921,0,Census Tract 84.01,Washington,King County,1582,248,0,13,53,55,135,90,542,258,222,127,110,122,414,136,38,44,50,54,0,13,0,13,18,19,0,0.821744627054361,3.4,3.4367147119568,8.5,5.52948285706502,34.3,15.3987285058803,14,7.72052267849532,7,7.6343351588021,26.2,7.55471421368932,2.4,2.75568170083316,3.2,3.37725095032397,0,0.821744627054361,0,0.821744627054361,1.1,1.18769273130646,1.1378002528445006,,
53033008402,145446,0,Census Tract 84.02,Washington,King County,1824,455,17,30,148,120,474,207,277,151,213,142,11,18,406,362,0,13,125,100,38,61,0,13,115,185,0.9,1.6282217580594,8.1,6.25985051162428,26,9.31505781908431,15.2,7.36088853507977,11.7,7.21955598908829,0.6,0.975308195311976,22.3,19.0539516138855,0,0.712719298245614,6.9,5.20911696909567,2.1,3.30367248059826,0,0.712719298245614,6.3,10.0198630132536,8.388157894736842,,
53033009801,1004708,0,Census Tract 98.01,Washington,King County,1477,313,72,76,19,32,93,107,155,84,269,133,82,86,256,108,110,94,63,53,287,209,58,53,13,22,4.9,5.04080125964115,1.3,2.14933499496624,6.3,7.12046893176445,10.5,5.2343634314899,18.2,8.13567919567198,5.6,5.70251181864901,17.3,6.32265842107886,7.4,6.16545424229608,4.3,3.47264187061477,19.4,13.5379040437829,3.9,3.49052794702005,0.9,1.47778126813105,24.238320920785377,,
53033009802,922319,0,Census Tract 98.02,Washington,King County,1672,391,31,47,68,55,85,55,89,78,218,114,121,73,491,246,61,44,44,64,247,119,173,161,44,51,1.9,2.77736550911439,4.1,3.14898401131624,5.1,3.06713194120451,5.3,4.49593214393909,13,6.09844749625718,7.2,4.02469453837924,29.4,13.0119266448669,3.6,2.48944046629179,2.6,3.77795753200291,14.8,6.22257520707196,10.3,9.32022471806127,2.6,2.98751456585506,27.751196172248804,,
53033010101,871622,0,Census Tract 101.01,Washington,King County,1649,347,0,13,0,13,89,62,266,114,115,71,270,156,224,114,45,39,37,37,176,85,219,105,208,187,0,0.7883565797453,0,0.7883565797453,5.4,3.58421604482196,16.1,6.02255260681996,7,4.04782650198346,16.4,8.81052924334807,13.6,6.2946409470431,2.7,2.29429560103168,2.2,2.19354310644713,10.7,4.63961164928995,13.3,5.72142946662564,12.6,11.0251947580459,36.567616737416614,,
53033010102,1623225,2170065,Census Tract 101.02,Washington,King County,2026,413,0,13,0,13,262,138,449,239,248,118,159,104,360,169,70,53,147,104,208,116,64,64,59,71,0,0.641658440276407,0,0.641658440276407,12.9,6.28064525192662,22.2,10.8973013258138,12.2,5.26267642558686,7.8,4.87760645733747,17.8,7.51406751430532,3.5,2.51939474320401,7.3,4.91556605553769,10.3,5.32936919629392,3.2,3.09260302098267,2.9,3.45379602739715,16.337611056268507,,
53033010301,1002658,0,Census Tract 103.01,Washington,King County,1728,341,27,41,18,24,114,88,220,113,257,127,99,76,512,229,45,48,132,74,132,81,172,93,0,13,1.6,2.35256478819595,1,1.3735928351007,6.6,4.92337298453983,12.7,6.03746185598,14.9,6.73808505201329,5.7,4.25035190244623,29.6,11.8926803297554,2.6,2.7298269544464,7.6,4.00832003341202,7.6,4.4384989058503,10,5.01069586310719,0,0.752314814814815,17.59259259259259,,
53033010302,632167,0,Census Tract 103.02,Washington,King County,1562,446,31,52,10,18,54,43,78,75,205,126,144,95,408,222,137,87,202,137,125,78,145,132,23,25,2,3.28048084449187,0.6,1.1377778501802,3.5,2.56981763857148,5,4.58494980672176,13.1,7.14331481540716,9.2,5.48279759831321,26.1,12.098431552651,8.8,4.97501298096891,12.9,7.95564347197852,8,4.44014380992841,9.3,8.0242651552859,1.5,1.54430312899765,18.758002560819463,,
53033010501,742016,0,Census Tract 105.01,Washington,King County,1990,341,60,96,46,63,119,118,206,172,130,87,135,97,216,159,68,79,117,84,577,237,292,150,24,39,3,4.79637452973828,2.3,3.14095178118738,6,5.84043882450846,10.4,8.45923526920132,6.5,4.22611655451492,6.8,4.73372612462499,10.9,7.77044861691423,3.4,3.92642904500246,5.9,4.09911293928126,29,10.823653622626,14.7,7.10595774616201,1.2,1.94887227560929,44.87437185929648,,
53033010502,975912,0,Census Tract 105.02,Washington,King County,2971,580,23,40,142,116,180,145,350,231,301,233,180,152,831,390,40,46,69,66,579,204,276,188,0,18,0.8,1.33783883933533,4.8,3.79128013667914,6.1,4.73502709760076,11.8,7.42724813857266,10.1,7.58898111224115,6.1,4.97752926997999,28,11.9373138431687,1.3,1.52582815100268,2.3,2.17471503977093,19.5,5.71599864408692,9.3,6.06238465601276,0,0.605856613934702,28.77818916189835,,
53033010601,1089233,0,Census Tract 106.01,Washington,King County,2081,411,46,75,138,96,184,138,180,105,328,157,150,116,341,139,166,97,162,116,243,109,143,69,0,13,2.2,3.57749695610251,6.6,4.42334200301456,8.8,6.39736745225559,8.6,4.74765473121725,15.8,6.87228443796413,7.2,5.38939152198799,16.4,5.84308748877138,8,4.38690341967462,7.8,5.35801335622352,11.7,4.70281994577235,6.9,3.02523568450606,0,0.624699663623258,18.548774627582894,,
53033010602,1505061,817134,Census Tract 106.02,Washington,King County,1828,380,112,115,93,74,88,72,162,98,251,92,39,39,211,109,134,174,109,63,466,211,107,66,56,76,6.1,6.1607516620198,5.1,3.90755134977315,4.8,3.80948214222173,8.9,5.03458161940015,13.7,4.14512688550767,2.1,2.08687309373465,11.5,5.45871613897614,7.3,9.39583339482816,6,3.21576759198387,25.5,10.2543073167757,5.9,3.39928822159428,3.1,4.10848769819401,34.40919037199125,,
53033011601,1554538,184845,Census Tract 116.01,Washington,King County,1325,258,0,13,62,78,33,41,186,100,286,90,48,53,244,103,30,36,74,59,271,133,73,57,18,23,0,0.981132075471698,4.7,5.81585507135166,2.5,3.05610141570863,14,7.0347974821829,21.6,5.33597660682953,3.6,3.93731192618011,18.4,6.89718430540228,2.3,2.68097394940389,5.6,4.31799637606109,20.5,9.21388780010551,5.5,4.16597795219082,1.4,1.71557584840495,27.32075471698113,,
53033011602,1565825,786358,Census Tract 116.02,Washington,King County,1539,329,27,39,88,54,81,65,198,170,215,167,42,51,245,164,80,69,207,96,291,131,65,57,0,13,1.8,2.50620647019213,5.7,3.28896660723024,5.3,4.07089829562419,12.9,10.6982611366048,14,10.4321438904048,2.7,3.26208194725325,15.9,10.0982410440173,5.2,4.34353461608266,13.5,5.53559261227992,18.9,7.49103330153304,4.2,3.59196622892744,0,0.844704353476283,23.131903833658217,,
53033011801,1160802,630417,Census Tract 118.01,Washington,King County,1716,321,0,13,10,16,0,13,175,108,238,140,177,154,578,151,39,43,164,99,172,129,114,96,49,77,0,0.757575757575758,0.6,0.926006529600591,0,0.757575757575758,10.2,5.99762001638435,13.9,7.73498668041723,10.3,8.76448325760075,33.7,6.14257579454105,2.3,2.46949891385664,9.6,5.48524045264839,10,7.27990086507733,6.6,5.4546316582017,2.9,4.45527318747177,19.522144522144522,,
53033011802,1139611,1037832,Census Tract 118.02,Washington,King County,2009,361,0,13,103,89,73,71,113,87,351,186,197,122,557,207,8,18,147,90,271,114,181,127,8,16,0,0.647088103534097,5.1,4.33321407250895,3.6,3.473256965711,5.6,4.21091548230111,17.5,8.70980062564596,9.8,5.81142010494166,27.7,9.01912853230676,0.4,0.893106297622434,7.3,4.28254997159527,13.5,5.1307123107664,9,6.11073844105091,0.4,0.793195179619223,22.896963663514185,,
53033011901,1682374,0,Census Tract 119.01,Washington,King County,2184,568,0,13,106,129,126,78,423,189,360,191,66,53,469,264,25,34,53,54,321,160,180,80,55,60,0,0.595238095238095,4.9,5.77014250557811,5.8,3.24096187872879,19.4,7.036784948783,16.5,7.62264348149934,3,2.2959468167082,21.5,10.7203748774269,1.1,1.52804653938934,2.4,2.39062059272686,14.7,6.24970689841694,8.2,2.97038230817567,2.5,2.66804101818757,25.457875457875456,,
53033011902,1580686,1217487,Census Tract 119.02,Washington,King County,1743,489,0,13,15,26,81,86,214,178,166,122,168,75,450,183,42,59,164,97,196,116,165,112,82,82,0,0.745840504876649,0.9,1.47201222903443,4.6,4.75865208224836,12.3,9.61384127217786,9.5,6.4693781560198,9.6,3.34708745573965,25.8,7.60058677096138,2.4,3.31677558372568,9.4,4.89922546157915,11.2,5.85994001306477,9.5,5.85117906871811,4.7,4.51559456391664,25.415949512335057,,
