Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Workers 16 Years and Over,Total Workers 16 Years and Over - Margin of Error,"All Workers who commuted by car, truck, or van","All Workers who commuted by car, truck, or van - Margin of Error",Workers who drove alone,Workers who drove alone - Margin of Error,Workers who carpooled,Workers who carpooled - Margin of Error,All Workers who commuted by public transportation (excluding taxicab),All Workers who commuted by public transportation (excluding taxicab) - Margin of Error,Workers who commuted by bus,Workers who commuted by bus - Margin of Error,Workers who commuted by subway or elevated rail,Workers who commuted by subway or elevated rail - Margin of Error,Workers who commuted by long-distance train or commuter rail,Workers who commuted by long-distance train or commuter rail - Margin of Error,"Workers who commuted by light rail, streetcar or trolley (carro público in Puerto Rico)","Workers who commuted by light rail, streetcar or trolley (carro público in Puerto Rico) - Margin of Error",Workers who commuted by ferryboat,Workers who commuted by ferryboat - Margin of Error,Workers who commuted by taxicab,Workers who commuted by taxicab - Margin of Error,Workers who commuted by motorcycle,Workers who commuted by motorcycle - Margin of Error,Workers who commuted by bicycle,Workers who commuted by bicycle - Margin of Error,Workers who commuted by walking,Workers who commuted by walking - Margin of Error,Workers who commuted by other means,Workers who commuted by other means - Margin of Error,Workers who worked at home,Workers who worked at home - Margin of Error,Percent of workers who commuted by driving alone,Percent of workers who commuted by driving alone - Margin of Error,Percent of workers who commuted by carpooling,Percent of workers who commuted by carpooling - Margin of Error,Percent of workers who commuted by public transportation,Percent of workers who commuted by public transportation - Margin of Error,Percent of workers who commuted by bus,Percent of workers who commuted by bus - Margin of Error,"Percent of workers who commuted by light rail, streetcar or trolley","Percent of workers who commuted by light rail, streetcar or trolley - Margin of Error",Percent of workers who commuted by subway or elevated rail,Percent of workers who commuted by subway or elevated rail - Margin of Error,Percent of workers who commuted by long-distance train or commuter rail,Percent of workers who commuted by long-distance train or commuter rail - Margin of Error,Percent of workers who commuted by ferryboat,Percent of workers who commuted by ferryboat - Margin of Error,Percent of workers who commuted by taxicab,Percent of workers who commuted by taxicab - Margin of Error,Percent of workers who commuted by motorcycle,Percent of workers who commuted by motorcycle - Margin of Error,Percent of workers who commuted by bicycle,Percent of workers who commuted by bicycle - Margin of Error,Percent of workers who commuted by walking,Percent of workers who commuted by walking - Margin of Error,Percent of workers who commuted by other means,Percent of workers who commuted by other means - Margin of Error,Percent of workers who worked at home,Percent of workers who worked at home - Margin of Error,x,y
53033002500,984334,0,Census Tract 25,Washington,King County,2197,313,1201,242,973,235,228,126,366,95,333,82,25,37,0,13,8,12,0,13,5,8,0,13,98,50,40,40,0,13,487,214,44.3,8.63729609083353,10.4,5.54124135422079,16.7,3.61452230649827,15.2,3.04427654856569,0.4,0.543730198464643,1.1,1.67629380806137,0,0.591715976331361,0,0.591715976331361,0.2,0.362686530129319,0,0.591715976331361,4.5,2.18530428089739,1.8,1.8020929491566,0,0.591715976331361,22.2,9.21441289265216,,
53033002600,1216627,28175,Census Tract 26,Washington,King County,3239,597,1884,366,1630,374,254,106,440,159,428,159,12,18,0,18,0,18,0,18,0,18,0,18,282,190,115,141,0,18,518,159,50.3,6.87691856144313,7.8,2.93612773486839,13.6,4.22236280195441,13.2,4.26211678355637,0,0.555727076258104,0.4,0.551515695500137,0,0.555727076258104,0,0.555727076258104,0,0.555727076258104,0,0.555727076258104,8.7,5.64224218559588,3.6,4.30372598136975,0,0.555727076258104,16,3.92538257594709,,
53033002700,1584847,0,Census Tract 27,Washington,King County,3500,522,1797,408,1414,389,383,186,477,138,477,138,0,18,0,18,0,18,0,18,0,18,0,18,130,88,45,50,20,31,1031,313,40.4,9.33928509504505,10.9,5.05747454578611,13.6,3.37855636275464,13.6,3.37855636275464,0,0.514285714285714,0,0.514285714285714,0,0.514285714285714,0,0.514285714285714,0,0.514285714285714,0,0.514285714285714,3.7,2.45250114696916,1.3,1.41564342522117,0.6,0.881604549816636,29.5,7.78931394519716,,
53033002800,988287,0,Census Tract 28,Washington,King County,3356,453,1842,358,1603,339,239,117,507,182,472,170,1,7,0,13,0,13,34,53,0,13,25,39,35,32,163,113,30,30,754,251,47.8,7.77604689377337,7.1,3.35114477867743,15.1,5.02512460188366,14.1,4.69635761569767,0,0.387365911799762,0,0.208542861682258,0,0.387365911799762,1,1.57332905531955,0,0.387365911799762,0.7,1.15773929475182,1,0.943067137518601,4.9,3.30266106021237,0.9,0.885740197427306,22.5,6.83669909965779,,
53033002900,986209,0,Census Tract 29,Washington,King County,2786,376,1470,290,1262,267,208,117,396,148,396,148,0,13,0,13,0,13,0,13,0,13,16,29,91,53,96,59,0,13,717,272,45.3,7.380513467985,7.5,4.07690085840519,14.2,4.95381926508919,14.2,4.95381926508919,0,0.466618808327351,0,0.466618808327351,0,0.466618808327351,0,0.466618808327351,0,0.466618808327351,0.6,1.03802921469799,3.3,1.85058919589431,3.4,2.06603921781584,0,0.466618808327351,25.7,9.12437366426549,,
53033003000,1493249,0,Census Tract 30,Washington,King County,3692,484,1934,318,1750,301,184,112,427,152,413,150,0,18,0,18,0,18,14,21,0,18,40,48,263,158,81,68,15,24,932,311,47.4,5.27785371577522,5,2.96239608782079,11.6,3.82765948671046,11.2,3.78894898566142,0,0.487540628385699,0,0.487540628385699,0,0.487540628385699,0.4,0.566620972768996,0,0.487540628385699,1.1,1.29232697341542,7.1,4.17639095142386,2.2,1.81922533265772,0.4,0.647868536157051,25.2,7.74634082377864,,
53033003100,2236733,472744,Census Tract 31,Washington,King County,3730,490,2128,382,1819,378,309,109,500,170,500,170,0,18,0,18,0,18,0,18,0,18,9,16,140,88,55,46,19,31,879,265,48.8,7.85223076814225,8.3,2.71205160720888,13.4,4.20370364990133,13.4,4.20370364990133,0,0.482573726541555,0,0.482573726541555,0,0.482573726541555,0,0.482573726541555,0,0.482573726541555,0.2,0.427781702405224,3.8,2.30715013746969,1.5,1.21793637340785,0.5,0.828400917362733,23.6,6.39460780528523,,
53033003400,787161,0,Census Tract 34,Washington,King County,2032,215,851,151,756,147,95,53,364,132,364,132,0,13,0,13,0,13,0,13,0,13,7,11,118,67,54,42,7,11,631,165,37.2,6.06944678641529,4.7,2.56093012458856,17.9,6.21340750857987,17.9,6.21340750857987,0,0.639763779527559,0,0.639763779527559,0,0.639763779527559,0,0.639763779527559,0,0.639763779527559,0.3,0.540110090845597,5.8,3.23948966160659,2.7,2.04771426509669,0.3,0.540110090845597,31.1,7.42564656558573,,
53033003500,1284745,0,Census Tract 35,Washington,King County,2434,249,1228,175,1053,166,175,73,425,100,425,100,0,13,0,13,0,13,0,13,11,17,15,24,124,53,184,95,0,13,447,97,43.3,5.18901119231004,7.2,2.90758945862527,17.5,3.69982579516896,17.5,3.69982579516896,0,0.534100246507806,0,0.534100246507806,0,0.534100246507806,0,0.534100246507806,0.5,0.696906920815175,0.6,0.984013681362037,5.1,2.11419603224442,7.6,3.82565723212177,0,0.534100246507806,18.4,3.51457630737501,,
53033003800,624606,0,Census Tract 38,Washington,King County,1535,283,615,127,576,118,39,30,244,103,244,103,0,13,0,13,0,13,0,13,12,20,6,9,34,23,127,104,0,13,497,227,37.5,3.3516033714783,2.5,1.89743327593318,15.9,6.03629672052227,15.9,6.03629672052227,0,0.846905537459283,0,0.846905537459283,0,0.846905537459283,0,0.846905537459283,0.8,1.29493537237981,0.4,0.581873649786365,2.2,1.4416499659007,8.3,6.60130297833634,0,0.846905537459283,32.4,13.5299688745829,,
53033003900,973808,0,Census Tract 39,Washington,King County,1544,262,887,172,762,160,125,62,141,63,135,60,6,11,0,13,0,13,0,13,0,13,0,13,95,103,94,67,0,13,327,107,49.4,6.10346490434936,8.1,3.77323821237503,9.1,3.77460039145334,8.7,3.59162468972435,0,0.841968911917098,0.4,0.709376978406971,0,0.841968911917098,0,0.841968911917098,0,0.841968911917098,0,0.841968911917098,6.2,6.58877439249425,6.1,4.21461104548286,0,0.841968911917098,21.2,5.92538497699363,,
53033004000,2574586,3232248,Census Tract 40,Washington,King County,1608,251,1008,240,915,222,93,98,102,53,98,53,4,9,0,13,0,13,0,13,0,13,0,13,78,50,35,37,0,13,385,167,56.9,10.5693208544642,5.8,6.02729143965974,6.3,3.14377901467583,6.1,3.15574601895134,0,0.808457711442786,0.2,0.558352963534961,0,0.808457711442786,0,0.808457711442786,0,0.808457711442786,0,0.808457711442786,4.9,3.01585517230163,2.2,2.27577297058419,0,0.808457711442786,23.9,9.68980981580773,,
53033004301,979236,0,Census Tract 43.01,Washington,King County,1730,228,731,143,639,131,92,49,364,140,304,127,50,45,0,13,10,16,0,13,8,13,0,13,58,39,179,83,15,21,375,112,36.9,5.80020545591417,5.3,2.7442879902819,21,7.6025653793615,17.6,6.96617331422665,0.6,0.921712668213762,2.9,2.57311619826544,0,0.751445086705202,0,0.751445086705202,0.5,0.748969637963776,0,0.751445086705202,3.4,2.21061073938226,10.3,4.5998184240342,0.9,1.20848232080513,21.7,5.80959920263295,,
53033004302,331137,0,Census Tract 43.02,Washington,King County,1845,328,573,147,511,141,62,48,296,121,169,86,57,57,0,13,70,76,0,13,39,41,0,13,229,153,395,165,56,74,257,104,27.7,5.844690237598,3.4,2.5321055902729,16,5.90559657539635,9.2,4.36754524163275,3.8,4.06364413318722,3.1,3.04021829582082,0,0.704607046070461,0,0.704607046070461,2.1,2.19021760602436,0,0.704607046070461,12.4,7.99372655076742,21.4,8.0927488860124,3,3.97437718198839,13.9,5.06377115234803,,
53033004500,670997,0,Census Tract 45,Washington,King County,2179,611,795,179,712,180,83,58,453,200,447,200,6,11,0,13,0,13,0,13,9,13,0,13,198,62,162,90,0,13,562,419,32.7,12.3364206708592,3.8,2.43807851112902,20.8,7.08965408877101,20.5,7.15244161311796,0,0.596603946764571,0.3,0.498879181850631,0,0.596603946764571,0,0.596603946764571,0.4,0.585254543199413,0,0.596603946764571,9.1,1.26644789519035,7.4,3.56563168625566,0,0.596603946764571,25.8,17.8171730742127,,
53033004600,1552358,1033232,Census Tract 46,Washington,King County,1861,237,976,196,855,187,121,75,380,104,374,106,0,13,0,13,0,13,6,10,0,13,6,8,99,45,55,30,7,11,338,119,45.9,8.16925219404662,6.5,3.94411190341033,20.4,4.94652300652998,20.1,5.08848221919371,0,0.698549167114455,0,0.698549167114455,0,0.698549167114455,0.3,0.535774552232844,0,0.698549167114455,0.3,0.427911087299263,5.3,2.32121130558183,3,1.56748374199347,0.4,0.589135842648983,18.2,5.96142708630631,,
53033004800,1278329,26886,Census Tract 48,Washington,King County,3347,591,1181,254,889,210,292,167,453,159,425,157,15,23,0,18,0,18,13,21,58,69,15,24,295,133,269,166,49,59,1027,449,26.6,4.16772465345005,8.7,4.7457800612357,13.5,4.1056046207445,12.7,4.12020132362863,0,0.537795040334628,0.4,0.682610832143157,0,0.537795040334628,0.4,0.623667888741833,1.7,2.03871288439003,0.4,0.712680019185477,8.8,3.65625914555996,8,4.75229350506559,1.5,1.74371486676603,30.7,12.2721818415416,,
53033005000,757380,0,Census Tract 50,Washington,King County,3168,497,1828,399,1717,401,111,72,594,226,577,221,17,29,0,13,0,13,0,13,0,13,0,13,61,63,98,75,2,12,585,331,54.2,9.37682686444309,3.5,2.20525336987911,18.8,6.49916017570953,18.2,6.36398676092421,0,0.410353535353535,0.5,0.911524785657254,0,0.410353535353535,0,0.410353535353535,0,0.410353535353535,0,0.410353535353535,1.9,1.96555967132407,3.1,2.31714899645269,0.1,0.378658375660971,18.5,10.0385857684189,,
53033005100,881731,0,Census Tract 51,Washington,King County,2367,260,911,170,818,170,93,52,311,114,283,111,28,20,0,13,0,13,0,13,23,38,16,18,188,66,226,72,21,24,671,164,34.6,6.09692522339115,3.9,2.1540645256882,13.1,4.59489670713967,12,4.50183012597117,0,0.549218419940853,1.2,0.834900660294333,0,0.549218419940853,0,0.549218419940853,1,1.60185567469786,0.7,0.756822748567516,7.9,2.64833715299172,9.5,2.85530313475265,0.9,1.00924756154341,28.3,6.18945749384854,,
53033005600,3022785,1546484,Census Tract 56,Washington,King County,3285,413,1807,245,1504,246,303,129,227,169,227,169,0,18,0,18,0,18,0,18,0,18,6,12,39,37,56,89,114,168,1036,372,45.8,4.79023922393515,9.2,3.75181364490921,6.9,5.07071121170652,6.9,5.07071121170652,0,0.547945205479452,0,0.547945205479452,0,0.547945205479452,0,0.547945205479452,0,0.547945205479452,0.2,0.364574341811419,1.2,1.11639811576034,1.7,2.70079417000851,3.5,5.09551049160558,31.5,10.6073842440269,,
53033005700,5085640,2365806,Census Tract 57,Washington,King County,3484,447,2251,460,1844,466,407,150,331,100,318,97,0,18,0,18,0,18,13,21,0,18,19,28,124,99,30,34,21,34,708,259,52.9,11.5234128948828,11.7,4.03608893358787,9.5,2.59858082767486,9.1,2.52589566926804,0,0.516647531572905,0,0.516647531572905,0,0.516647531572905,0.4,0.60085128860919,0,0.516647531572905,0.5,0.800622355734395,3.6,2.8046304978443,0.9,0.969616245929984,0.6,0.97282080434922,20.3,6.96177475447794,,
53033005801,1822365,260223,Census Tract 58.01,Washington,King County,4551,630,2242,351,1948,349,294,187,655,200,655,200,0,18,0,18,0,18,0,18,64,89,0,18,201,110,113,73,33,37,1243,539,42.8,4.8680630020522,6.5,4.01049064308461,14.4,3.91705793593325,14.4,3.91705793593325,0,0.3955174686882,0,0.3955174686882,0,0.3955174686882,0,0.3955174686882,1.4,1.94590054531931,0,0.3955174686882,4.4,2.3384462432593,2.5,1.56678346991308,0.7,0.806787686381902,27.3,11.22382764305,,
53033006000,1340653,160754,Census Tract 60,Washington,King County,4151,669,2040,371,1785,354,255,144,520,219,474,179,0,18,0,18,0,18,46,73,56,61,0,18,146,93,555,420,17,26,817,250,43,4.96964096989206,6.1,3.32476281961162,12.5,4.87425152798774,11.4,3.89978501394575,0,0.433630450493857,0,0.433630450493857,0,0.433630450493857,1.1,1.74951993090613,1.3,1.45335181242541,0,0.433630450493857,3.5,2.16752689166914,13.4,9.88592462247222,0.4,0.622867715427203,19.7,5.11959266128863,,
53033006100,1227451,652743,Census Tract 61,Washington,King County,3747,467,1799,310,1565,308,234,137,497,184,497,184,0,18,0,18,0,18,0,18,13,21,16,26,261,126,120,78,42,68,999,330,41.8,6.36156467529209,6.2,3.57245336537096,13.3,4.62397231902401,13.3,4.62397231902401,0,0.480384307445957,0,0.480384307445957,0,0.480384307445957,0,0.480384307445957,0.3,0.558777776483832,0.4,0.691844545244807,7,3.24869468941241,3.2,2.04304032999348,1.1,1.80940014327435,26.7,8.15613295822422,,
53033006200,2437426,239356,Census Tract 62,Washington,King County,2501,393,1221,192,1060,174,161,65,333,146,230,126,64,38,0,13,39,37,0,13,0,13,0,13,95,50,335,187,0,13,517,156,42.4,2.01194507589846,6.4,2.3940226522493,13.3,5.44985376001935,9.2,4.82628469953729,1.6,1.45897433933452,2.6,1.46521675436946,0,0.519792083166733,0,0.519792083166733,0,0.519792083166733,0,0.519792083166733,3.8,1.90801816585743,13.4,7.17464292145076,0,0.519792083166733,20.7,5.32494471531412,,
53033006300,2610569,3533560,Census Tract 63,Washington,King County,2560,334,1640,352,1534,317,106,146,143,97,129,93,14,25,0,18,0,18,0,18,0,18,0,18,39,44,34,33,43,40,661,227,59.9,9.60281118412581,4.1,5.67748137600293,5.6,3.71831404698621,5,3.57282788034693,0,0.703125,0.5,0.97395250396038,0,0.703125,0,0.703125,0,0.703125,0,0.703125,1.5,1.70721868336012,1.3,1.27736313685599,1.7,1.54705557798707,25.8,8.20235202366099,,
53033006400,903649,0,Census Tract 64,Washington,King County,1916,247,829,198,645,188,184,74,259,85,238,82,21,22,0,13,0,13,0,13,0,13,0,13,135,62,212,114,25,29,456,153,33.7,8.80022512340673,9.6,3.65841807148287,13.5,4.07973270140298,12.4,3.9688755951626,0,0.678496868475992,1.1,1.13949883514469,0,0.678496868475992,0,0.678496868475992,0,0.678496868475992,0,0.678496868475992,7,3.10580957348914,11.1,5.77638610494602,1.3,1.50419417448442,23.8,7.37245550606917,,
53033006500,1147619,0,Census Tract 65,Washington,King County,3338,592,1144,240,934,210,210,128,594,160,359,114,199,122,0,13,36,39,0,13,0,13,0,13,90,72,455,149,97,126,958,443,28,3.86693891054326,6.3,3.66871810546293,17.8,3.60768019245067,10.8,2.83293404047929,1.1,1.1526014540694,6,3.49860938697784,0,0.389454763331336,0,0.389454763331336,0,0.389454763331336,0,0.389454763331336,2.7,2.10330868842248,13.6,3.75245615117907,2.9,3.73936733873833,28.7,12.2565441561876,,
53033006600,1117109,831139,Census Tract 66,Washington,King County,3440,488,1334,327,1277,325,57,48,815,301,782,303,33,38,0,13,0,13,0,13,0,13,0,13,127,86,458,168,9,14,697,266,37.1,7.84385991359349,1.7,1.37540736253012,23.7,8.07877425360823,22.7,8.19656369133961,0,0.377906976744186,1,1.09623651632271,0,0.377906976744186,0,0.377906976744186,0,0.377906976744186,0,0.377906976744186,3.7,2.44452610740927,13.3,4.50371548360483,0.3,0.405280856414268,20.3,7.17848989416295,,
53033006800,718106,0,Census Tract 68,Washington,King County,2016,281,763,163,660,148,103,63,479,179,479,179,0,13,0,13,0,13,0,13,31,49,0,13,55,60,28,24,25,23,635,224,32.7,5.75078062418337,5.1,3.04277642501211,23.8,8.23821739877079,23.8,8.23821739877079,0,0.64484126984127,0,0.64484126984127,0,0.64484126984127,0,0.64484126984127,1.5,2.42108696968063,0,0.64484126984127,2.7,2.95179728558483,1.4,1.17463032785606,1.2,1.12770327721892,31.5,10.2069403190114,,
53033006900,905121,0,Census Tract 69,Washington,King County,3003,443,1274,221,1169,211,105,74,557,192,557,192,0,13,0,13,0,13,0,13,0,13,0,13,101,86,147,84,7,12,917,327,38.9,4.04866478810321,3.5,2.40961467688942,18.5,5.77852903855779,18.5,5.77852903855779,0,0.432900432900433,0,0.432900432900433,0,0.432900432900433,0,0.432900432900433,0,0.432900432900433,0,0.432900432900433,3.4,2.82049647897077,4.9,2.70238482408001,0.2,0.398118111802567,30.5,9.91366424163931,,
53033007600,571882,0,Census Tract 76,Washington,King County,2997,412,567,209,497,195,70,80,1089,243,954,231,135,85,0,13,0,13,0,13,54,75,26,42,196,175,388,185,50,61,627,165,16.6,6.09405750867123,2.3,2.64995439313581,36.3,6.38666894057477,31.8,6.34506433518377,0,0.433767100433767,4.5,2.76774311053719,0,0.433767100433767,0,0.433767100433767,1.8,2.49021402521321,0.9,1.3963175825588,6.5,5.76954588359294,12.9,5.91070970606929,1.7,2.02240588021387,20.9,4.69458452486029,,
53033007700,1058322,0,Census Tract 77,Washington,King County,3768,503,1642,293,1416,247,226,128,809,253,788,257,21,33,0,18,0,18,0,18,0,18,23,32,79,58,325,163,29,36,861,318,37.6,4.21952562368728,6,3.30132108176132,21.5,6.07198584582944,20.9,6.22308512950376,0,0.477707006369427,0.6,0.872630377511352,0,0.477707006369427,0,0.477707006369427,0,0.477707006369427,0.6,0.84533874189227,2.1,1.51361944981197,8.6,4.16985475876472,0.8,0.949873782620541,22.9,7.86895023505648,,
53033007800,2097740,3632914,Census Tract 78,Washington,King County,3172,416,1829,315,1590,318,239,112,271,117,255,114,16,25,0,18,0,18,0,18,9,15,18,28,193,116,137,109,21,31,694,198,50.1,7.56892916051286,7.5,3.38980419023467,8.5,3.51422588589539,8,3.43582475178381,0,0.567465321563682,0.5,0.785365132499013,0,0.567465321563682,0,0.567465321563682,0.3,0.471421461566463,0.6,0.879581025048854,6.1,3.56887802356201,4.3,3.38931188192853,0.7,0.973436885181124,21.9,5.54353351112624,,
53033008002,234314,0,Census Tract 80.02,Washington,King County,2602,494,802,392,802,392,0,13,384,138,303,122,27,31,10,16,29,39,15,23,40,52,13,21,45,46,681,191,0,13,637,213,30.8,13.8824049956333,0,0.499615680245965,14.8,4.50310892259927,11.6,4.13474978543281,1.1,1.4838359021639,1,1.17499034506016,0.4,0.61056731571189,0.6,0.877133524222228,1.5,1.97703613000171,0.5,0.801478069162081,1.7,1.73711246439026,26.2,5.40307032629684,0,0.499615680245965,24.5,6.73856758365078,,
53033008200,375785,0,Census Tract 82,Washington,King County,2899,417,603,186,603,186,0,13,506,240,354,225,39,50,16,27,97,77,0,13,15,25,0,13,0,13,1058,272,34,43,683,302,20.8,5.67567217468252,0,0.448430493273543,17.5,7.88883218508334,12.2,7.55992815456905,3.3,2.61211795384052,1.3,1.71384261513465,0.6,0.927965912972356,0,0.448430493273543,0.5,0.859148593034807,0,0.448430493273543,0,0.448430493273543,36.5,7.77650182593159,1.2,1.47364514924096,23.6,9.85074566390245,,
53033008300,237955,0,Census Tract 83,Washington,King County,2503,386,584,231,584,231,0,13,446,185,433,181,0,13,0,13,13,19,0,13,17,26,0,13,47,44,918,209,15,23,476,216,23.3,8.4986132383993,0,0.519376747902517,17.8,6.86133177801282,17.3,6.72122454215686,0.5,0.754851599509007,0,0.519376747902517,0,0.519376747902517,0,0.519376747902517,0.7,1.0334593647376,0,0.519376747902517,1.9,1.73387557612005,36.7,6.14263742502485,0.6,0.91423803909773,19,8.1160235835126,,
53033008500,450978,0,Census Tract 85,Washington,King County,1551,230,493,148,460,144,33,31,236,93,155,78,71,63,0,13,0,13,10,15,0,13,0,13,0,13,643,154,0,13,179,82,29.7,8.1765408065767,2.1,1.9736501271101,15.2,5.55538016435987,10,4.80570257433933,0,0.838168923275306,4.6,4.00476990422044,0,0.838168923275306,0.6,0.962380326354645,0,0.838168923275306,0,0.838168923275306,0,0.838168923275306,41.5,7.79691808461626,0,0.838168923275306,11.5,5.00224625270816,,
53033008600,711350,0,Census Tract 86,Washington,King County,4165,569,999,308,888,277,111,85,956,339,739,271,38,45,0,18,179,202,0,18,8,16,55,51,165,84,1229,303,20,26,733,287,21.3,5.97891976575483,2.7,2.00807666627699,23,7.51096621320448,17.7,6.03823336536857,4.3,4.8142698848023,0.9,1.07321850002965,0,0.432172869147659,0,0.432172869147659,0.2,0.383256404180842,1.3,1.21112750760844,4,1.94283313001467,29.5,6.05588615122281,0.5,0.620793170956595,17.6,6.45770303871132,,
53033008700,732385,0,Census Tract 87,Washington,King County,3190,597,1513,534,1262,518,251,97,585,162,585,162,0,13,0,13,0,13,0,13,19,21,7,12,59,47,370,153,37,38,600,169,39.6,14.452159903297,7.9,2.66041443123971,18.3,3.74314476359991,18.3,3.74314476359991,0,0.407523510971787,0,0.407523510971787,0,0.407523510971787,0,0.407523510971787,0.6,0.648801569204909,0.2,0.373927212425585,1.8,1.43211855381393,11.6,4.27692340891441,1.2,1.17127833499252,18.8,3.95932520442175,,
53033008800,948581,0,Census Tract 88,Washington,King County,2511,294,1140,264,971,231,169,89,717,174,717,174,0,13,0,13,0,13,0,13,48,48,0,13,159,80,113,70,11,18,323,110,38.7,8.00821860630409,6.7,3.45569370048894,28.6,6.069643635325,28.6,6.069643635325,0,0.517722023098367,0,0.517722023098367,0,0.517722023098367,0,0.517722023098367,1.9,1.89844094176862,0,0.517722023098367,6.3,3.09851726455749,4.5,2.73748639717802,0.4,0.715008517858241,12.9,4.1136826933949,,
53033008900,1270033,1798066,Census Tract 89,Washington,King County,3696,494,2095,368,1706,354,389,188,467,139,467,139,0,18,0,18,0,18,0,18,0,18,0,18,149,90,64,58,52,51,869,498,46.2,7.32633939620225,10.5,4.88818888646387,12.6,3.36031522311111,12.6,3.36031522311111,0,0.487012987012987,0,0.487012987012987,0,0.487012987012987,0,0.487012987012987,0,0.487012987012987,0,0.487012987012987,4,2.37470140833248,1.7,1.55210312685863,1.4,1.36699667443426,23.5,13.1024321398302,,
53033009000,855872,0,Census Tract 90,Washington,King County,2070,343,735,163,692,152,43,58,611,218,602,216,0,13,0,13,9,13,0,13,10,14,0,13,31,37,155,68,23,36,505,197,33.4,4.82027782569943,2.1,2.7807095026653,29.5,9.32678178068641,29.1,9.25541335244063,0.4,0.62387336686288,0,0.628019323671498,0,0.628019323671498,0,0.628019323671498,0.5,0.671574622818738,0,0.628019323671498,1.5,1.77013042184028,7.5,3.0416964270365,1.1,1.72935755999219,24.4,8.61569083778083,,
53033009100,410621,0,Census Tract 91,Washington,King County,1432,226,460,129,450,129,10,15,484,184,416,173,34,46,0,13,34,28,0,13,0,13,0,13,37,58,294,110,0,13,157,84,31.4,7.52027959845993,0.7,1.04167205394167,33.8,11.6896311001705,29.1,11.1772427814162,2.4,1.91906618006597,2.4,3.19036029105659,0,0.907821229050279,0,0.907821229050279,0,0.907821229050279,0,0.907821229050279,2.6,4.0296996778224,20.5,6.96474220519977,0,0.907821229050279,11,5.60491671637272,,
53033009200,338451,154864,Census Tract 92,Washington,King County,1604,392,357,142,329,145,28,44,592,241,437,203,7,16,0,13,148,141,0,13,7,11,15,21,0,13,376,121,0,13,257,199,20.5,7.52279595335073,1.7,2.70976550587901,36.9,12.0162872173968,27.2,10.762842465674,9.2,8.49637906352305,0.4,0.991788134957385,0,0.810473815461347,0,0.810473815461347,0.4,0.677441376469751,0.9,1.28912493428187,0,0.810473815461347,23.4,4.90786494519382,0,0.810473815461347,16,11.7723429833367,,
53033009300,9444110,639051,Census Tract 93,Washington,King County,2051,324,867,227,669,186,198,147,363,131,224,101,64,58,0,13,42,36,33,51,6,9,0,13,101,57,346,175,11,16,357,134,32.6,7.46265695494855,9.7,7.00310951377278,17.7,5.7426821017282,10.9,4.61230552014145,2,1.72517401437482,3.1,2.78459438024295,0,0.633837152608484,1.6,2.47356744929474,0.3,0.436370097893152,0,0.633837152608484,4.9,2.66803589217189,16.9,8.1055699153073,0.5,0.775492869651773,17.4,5.92659788360499,,
53033009400,1686311,0,Census Tract 94,Washington,King County,4201,509,1821,411,1587,385,234,159,1169,282,851,211,161,97,0,18,138,111,19,34,0,18,0,18,236,153,234,120,51,85,690,239,37.8,7.93964962725492,5.6,3.72415680167832,27.8,5.8045640199228,20.3,4.38208420105197,3.3,2.61207941458758,3.8,2.26180179564689,0,0.428469412044751,0.5,0.807473844355971,0,0.428469412044751,0,0.428469412044751,5.6,3.57782133869697,5.6,2.77559233419161,1.2,2.01797420415563,16.4,5.32971398883866,,
53033009500,2597717,2916270,Census Tract 95,Washington,King County,3974,506,1985,399,1777,394,208,135,756,247,542,245,166,103,0,18,48,55,0,18,0,18,13,21,160,95,183,92,80,108,797,216,44.7,8.11663866790343,5.2,3.33106938083135,19,5.72398179555503,13.6,5.91543951387376,1.2,1.37542452630039,4.2,2.53668851268082,0,0.452944136889784,0,0.452944136889784,0,0.452944136889784,0.3,0.526790715912044,4,2.3349243644138,4.6,2.2395663723349,2,2.70555011924172,20.1,4.79811713767059,,
53033009600,1906922,1385222,Census Tract 96,Washington,King County,3389,772,1545,259,1251,258,294,139,554,218,237,126,61,71,48,78,0,18,208,152,0,18,0,18,77,66,40,44,9,17,1164,719,36.9,11.3429626947586,8.7,3.59404296524188,16.3,5.24514078578112,7,3.35933530460419,0,0.531130126881086,1.8,2.05449873293628,1.4,2.2788376609986,6.1,4.26162348422061,0,0.531130126881086,0,0.531130126881086,2.3,1.87744338523469,1.2,1.27017381019923,0.3,0.49796177937822,34.3,19.7203280396627,,
53033009701,1861358,1607123,Census Tract 97.01,Washington,King County,3474,598,2255,565,1886,480,369,220,220,119,220,119,0,18,0,18,0,18,0,18,0,18,0,18,107,96,91,104,10,17,791,321,54.3,10.1772701554618,10.6,6.06307044961453,6.3,3.24736431171079,6.3,3.24736431171079,0,0.518134715025907,0,0.518134715025907,0,0.518134715025907,0,0.518134715025907,0,0.518134715025907,0,0.518134715025907,3.1,2.71204794532449,2.6,2.95951519815492,0.3,0.486834374821723,22.8,8.36763347137308,,
