Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Workers 16 Years and Over,Total Workers 16 Years and Over - Margin of Error,"All Workers who commuted by car, truck, or van","All Workers who commuted by car, truck, or van - Margin of Error",Workers who drove alone,Workers who drove alone - Margin of Error,Workers who carpooled,Workers who carpooled - Margin of Error,All Workers who commuted by public transportation (excluding taxicab),All Workers who commuted by public transportation (excluding taxicab) - Margin of Error,Workers who commuted by bus,Workers who commuted by bus - Margin of Error,Workers who commuted by subway or elevated rail,Workers who commuted by subway or elevated rail - Margin of Error,Workers who commuted by long-distance train or commuter rail,Workers who commuted by long-distance train or commuter rail - Margin of Error,"Workers who commuted by light rail, streetcar or trolley (carro público in Puerto Rico)","Workers who commuted by light rail, streetcar or trolley (carro público in Puerto Rico) - Margin of Error",Workers who commuted by ferryboat,Workers who commuted by ferryboat - Margin of Error,Workers who commuted by taxicab,Workers who commuted by taxicab - Margin of Error,Workers who commuted by motorcycle,Workers who commuted by motorcycle - Margin of Error,Workers who commuted by bicycle,Workers who commuted by bicycle - Margin of Error,Workers who commuted by walking,Workers who commuted by walking - Margin of Error,Workers who commuted by other means,Workers who commuted by other means - Margin of Error,Workers who worked at home,Workers who worked at home - Margin of Error,Percent of workers who commuted by driving alone,Percent of workers who commuted by driving alone - Margin of Error,Percent of workers who commuted by carpooling,Percent of workers who commuted by carpooling - Margin of Error,Percent of workers who commuted by public transportation,Percent of workers who commuted by public transportation - Margin of Error,Percent of workers who commuted by bus,Percent of workers who commuted by bus - Margin of Error,"Percent of workers who commuted by light rail, streetcar or trolley","Percent of workers who commuted by light rail, streetcar or trolley - Margin of Error",Percent of workers who commuted by subway or elevated rail,Percent of workers who commuted by subway or elevated rail - Margin of Error,Percent of workers who commuted by long-distance train or commuter rail,Percent of workers who commuted by long-distance train or commuter rail - Margin of Error,Percent of workers who commuted by ferryboat,Percent of workers who commuted by ferryboat - Margin of Error,Percent of workers who commuted by taxicab,Percent of workers who commuted by taxicab - Margin of Error,Percent of workers who commuted by motorcycle,Percent of workers who commuted by motorcycle - Margin of Error,Percent of workers who commuted by bicycle,Percent of workers who commuted by bicycle - Margin of Error,Percent of workers who commuted by walking,Percent of workers who commuted by walking - Margin of Error,Percent of workers who commuted by other means,Percent of workers who commuted by other means - Margin of Error,Percent of workers who worked at home,Percent of workers who worked at home - Margin of Error,x,y
53033009702,2220441,0,Census Tract 97.02,Washington,King County,3060,428,1607,300,1482,301,125,77,440,120,397,110,0,18,0,18,11,18,32,38,0,18,0,18,135,100,37,39,0,18,841,231,48.4,7.13237823890626,4.1,2.45061470658342,14.4,3.36657186569003,13,3.10313513253705,0.4,0.586082504654916,0,0.588235294117647,0,0.588235294117647,1,1.23318588566239,0,0.588235294117647,0,0.588235294117647,4.4,3.20918639201492,1.2,1.26323895427554,0,0.588235294117647,27.5,6.49695622069514,,
53033009900,6565170,2370735,Census Tract 99,Washington,King County,3676,509,2434,444,2251,417,183,119,599,197,533,189,0,18,0,18,15,22,51,74,0,18,30,34,29,44,62,64,9,16,513,183,61.2,7.53593524078653,5,3.1629735004909,16.3,4.86096582216982,14.5,4.73326756969655,0.4,0.595803537906417,0,0.489662676822633,0,0.489662676822633,1.4,2.00387054193786,0,0.489662676822633,0.8,0.917989359146811,0.8,1.19195827904259,1.7,1.72528848065833,0.2,0.433933491125815,14,4.58790775882505,,
53033010001,2327512,0,Census Tract 100.01,Washington,King County,1842,274,989,181,840,183,149,99,383,159,170,82,27,27,0,13,186,132,0,13,10,18,45,52,46,42,112,88,26,39,231,89,45.6,7.25852086578697,8.1,5.23817011672213,20.8,8.0587752578185,9.2,4.23471236082696,10.1,7.00693779063719,1.5,1.44949049990176,0,0.705754614549403,0,0.705754614549403,0.5,0.973856183826733,2.4,2.79953108986816,2.5,2.24966681160416,6.1,4.69101848765576,1.4,2.10682731580535,12.5,4.45706982957067,,
53033010002,948077,0,Census Tract 100.02,Washington,King County,2948,474,1381,231,1289,236,92,46,689,173,337,124,176,75,0,13,176,140,0,13,0,13,10,16,38,28,39,30,79,68,712,243,43.7,3.82899384716215,3.1,1.47749950904585,23.4,4.50736110677486,11.4,3.78339830416622,6,4.65095503834886,6,2.35605228670845,0,0.440976933514247,0,0.440976933514247,0,0.440976933514247,0.3,0.539993422318797,1.3,0.926907932421706,1.3,0.995160153137135,2.7,2.26604834170932,24.2,7.27082013920562,,
53033010200,2795533,2076618,Census Tract 102,Washington,King County,2821,252,1538,193,1451,191,87,64,477,136,171,72,148,66,0,18,158,80,0,18,0,18,9,15,64,37,36,42,74,48,623,168,51.4,4.97292334537394,3.1,2.25190983105048,16.9,4.57825015511262,6.1,2.49418413808265,5.6,2.79138961583793,5.2,2.29217550560902,0,0.638071605813541,0,0.638071605813541,0,0.638071605813541,0.3,0.530962031193397,2.3,1.2958396300673,1.3,1.48446300176639,2.6,1.68531148164783,22.1,5.61908235560352,,
53033010401,1629874,0,Census Tract 104.01,Washington,King County,2287,327,1590,280,1392,240,198,125,364,120,199,98,87,52,0,13,78,50,0,13,0,13,0,13,20,23,30,40,0,13,283,192,60.9,5.86420162778076,8.7,5.32364985849814,15.9,4.72786050654992,8.7,4.10050170444493,3.4,2.13119051163725,3.8,2.20770442865595,0,0.568430257979886,0,0.568430257979886,0,0.568430257979886,0,0.568430257979886,0.9,0.997880839662078,1.3,1.73893053718358,0,0.568430257979886,12.4,8.20672035209458,,
53033010402,1742875,0,Census Tract 104.02,Washington,King County,2784,415,1752,390,1473,371,279,94,466,139,428,139,9,11,0,13,24,16,5,9,0,13,0,13,86,87,18,18,24,27,438,158,52.9,10.741570395925,10,3.0279807057389,16.7,4.32463533253866,15.4,4.43581211381116,0.9,0.560161604443792,0.3,0.392165262166599,0,0.466954022988506,0.2,0.322165403012004,0,0.466954022988506,0,0.466954022988506,3.1,3.09088754124219,0.6,0.639327953517267,0.9,0.961276207578965,15.7,5.16805822076812,,
53033010701,1457384,3664,Census Tract 107.01,Washington,King County,2267,303,1227,230,1061,207,166,91,551,169,540,170,0,13,0,13,0,13,11,16,0,13,0,13,30,31,52,62,0,13,407,133,46.8,6.65171689060348,7.3,3.89297810979516,24.3,6.70974506379997,23.8,6.78951083149061,0,0.573445081605646,0,0.573445081605646,0,0.573445081605646,0.5,0.702792589795482,0,0.573445081605646,0,0.573445081605646,1.3,1.35595888823517,2.3,2.71765394116561,0,0.573445081605646,18,5.35361621523947,,
53033010702,780116,0,Census Tract 107.02,Washington,King County,2130,388,1180,291,1119,281,61,56,312,106,301,104,5,7,0,13,0,13,6,11,0,13,0,13,0,13,87,75,0,13,551,246,52.5,9.08079195934246,2.9,2.57683159177964,14.6,4.20074180285597,14.1,4.14893494815189,0,0.610328638497653,0.2,0.325844754290734,0,0.610328638497653,0.3,0.513876398729865,0,0.610328638497653,0,0.610328638497653,0,0.610328638497653,4.1,3.44162020668237,0,0.610328638497653,25.9,10.5442573412565,,
53033010800,4140525,322633,Census Tract 108,Washington,King County,2787,401,2048,358,1834,336,214,89,240,97,240,97,0,13,0,13,0,13,0,13,0,13,0,13,18,19,76,60,18,21,387,151,65.8,7.46315847239505,7.7,2.99619828723789,8.6,3.25243025211863,8.6,3.25243025211863,0,0.466451381413707,0,0.466451381413707,0,0.466451381413707,0,0.466451381413707,0,0.466451381413707,0,0.466451381413707,0.6,0.675373504528527,2.7,2.11679666943547,0.6,0.747746179336783,13.9,5.03618020903081,,
53033010900,5389781,414929,Census Tract 109,Washington,King County,777,126,466,116,432,113,34,21,98,46,98,46,0,13,0,13,0,13,0,13,0,13,0,13,13,19,36,35,6,9,158,66,55.6,11.4111586527944,4.4,2.60788881564134,12.6,5.55568474262451,12.6,5.55568474262451,0,1.67310167310167,0,1.67310167310167,0,1.67310167310167,0,1.67310167310167,0,1.67310167310167,0,1.67310167310167,1.7,2.43020428753733,4.6,4.44140330743913,0.8,1.15151252161637,20.3,7.82802862294661,,
53033011001,1080391,0,Census Tract 110.01,Washington,King County,2212,417,1245,284,915,264,330,173,517,172,201,92,153,131,0,18,163,88,0,18,0,18,0,18,23,27,21,39,41,45,365,180,41.4,9.03504390714237,14.9,7.29780669950502,23.4,6.40692437984712,9.1,3.78998010377242,7.4,3.72788098681073,6.9,5.77691071314005,0,0.81374321880651,0,0.81374321880651,0,0.81374321880651,0,0.81374321880651,1,1.20477297069006,0.9,1.75400312924243,1.9,2.00412505966765,16.5,7.51939650774084,,
53033011002,1719569,0,Census Tract 110.02,Washington,King County,2221,397,1389,239,1185,245,204,126,601,293,583,293,10,10,0,13,8,13,0,13,0,13,0,13,8,14,65,78,11,19,147,71,53.4,5.54347273181394,9.2,5.43035401340536,27.1,12.2735458931708,26.2,12.3296531977954,0.4,0.5817700192823,0.5,0.442996322531543,0,0.585321927059883,0,0.585321927059883,0,0.585321927059883,0,0.585321927059883,0.4,0.627049876397166,2.9,3.47275134890535,0.5,0.850877422968893,6.6,2.96978225655148,,
53033011101,1136851,0,Census Tract 111.01,Washington,King County,3194,355,2074,376,1622,345,452,176,698,252,141,72,213,124,29,28,315,202,0,18,0,18,28,33,0,18,33,38,12,19,349,160,50.8,9.20947581194386,14.2,5.28107850662986,21.9,7.50660820884682,4.4,2.20018044862645,9.9,6.22864082021264,6.7,3.81086709703551,0.9,0.870815889876064,0,0.563556668753914,0,0.563556668753914,0.9,1.02858261513049,0,0.563556668753914,1,1.18417578017923,0.4,0.593397910542454,10.9,4.859948169161,,
53033011102,1303226,1143440,Census Tract 111.02,Washington,King County,2993,609,1911,422,1538,352,373,170,539,189,333,186,58,58,46,65,102,70,0,18,0,18,0,18,10,15,61,52,57,89,415,265,51.4,5.38429240232105,12.5,5.08244781076388,18,5.14282770194105,11.1,5.78748556438707,3.4,2.23362771770775,1.9,1.89731543441184,1.5,2.14910033536972,0,0.601403274306716,0,0.601403274306716,0,0.601403274306716,0.3,0.496537006925661,2,1.68716880935983,1.9,2.94824796566603,13.9,8.39245814167979,,
53033011200,2483779,139646,Census Tract 112,Washington,King County,2174,355,1448,296,1303,250,145,115,421,114,346,115,8,12,0,13,67,62,0,13,0,13,0,13,8,13,84,53,7,13,206,106,59.9,6.03756926725473,6.7,5.17645347759558,19.4,4.18302923913773,15.9,4.60735398401401,3.1,2.80713241989905,0.4,0.548697426627162,0,0.597976080956762,0,0.597976080956762,0,0.597976080956762,0,0.597976080956762,0.4,0.594949270308971,3.9,2.35484231407216,0.3,0.595660059025434,9.5,4.62377714554566,,
53033011300,3419308,42220,Census Tract 113,Washington,King County,3352,468,2467,426,1906,364,561,223,318,124,305,125,0,18,0,18,0,18,13,21,0,18,0,18,45,43,100,93,0,18,422,168,56.9,7.40916507617571,16.7,6.22887639583417,9.5,3.45402619876565,9.1,3.50605446823696,0,0.536992840095465,0,0.536992840095465,0,0.536992840095465,0.4,0.624147253659781,0,0.536992840095465,0,0.536992840095465,1.3,1.26904911412149,3,2.74301922906509,0,0.536992840095465,12.6,4.69360055317997,,
53033011401,1233155,0,Census Tract 114.01,Washington,King County,2987,650,1657,393,1426,366,231,137,656,178,656,178,0,18,0,18,0,18,0,18,83,117,0,18,38,41,38,42,21,36,494,207,47.7,6.49712860343625,7.7,4.26664467368016,22,3.55973046209748,22,3.55973046209748,0,0.602611315701373,0,0.602611315701373,0,0.602611315701373,0,0.602611315701373,2.8,3.87001959318541,0,0.602611315701373,1.3,1.34440747253558,1.3,1.37857105694855,0.7,1.19547301998896,16.5,5.92226574644634,,
53033011402,1186191,0,Census Tract 114.02,Washington,King County,2821,412,1936,289,1563,258,373,192,353,136,353,136,0,13,0,13,0,13,0,13,8,14,0,13,29,37,54,33,24,38,417,170,55.4,4.26204194040857,13.2,6.52639983933531,12.5,4.46116755802484,12.5,4.46116755802484,0,0.460829493087558,0,0.460829493087558,0,0.460829493087558,0,0.460829493087558,0.3,0.494546643658907,0,0.460829493087558,1,1.30297020698356,1.9,1.13590048821387,0.9,1.34129729489286,14.8,5.62625429469165,,
53033011500,1538373,0,Census Tract 115,Washington,King County,2648,320,1541,249,1349,237,192,87,461,114,435,107,0,13,0,13,26,32,0,13,0,13,0,13,59,32,0,13,29,30,558,202,50.9,6.49646778091059,7.3,3.16650145564091,17.4,3.75606273610679,16.4,3.51950940088225,1,1.20261988110695,0,0.490936555891239,0,0.490936555891239,0,0.490936555891239,0,0.490936555891239,0,0.490936555891239,2.2,1.1780809252073,0,0.490936555891239,1.1,1.12517375926461,21.1,7.19080457504671,,
53033011700,3515808,0,Census Tract 117,Washington,King County,2760,518,1924,453,1602,376,322,143,435,134,167,88,60,51,11,18,197,108,0,18,19,27,0,18,10,16,8,15,66,58,298,139,58,8.18042023167339,11.7,4.69574334293515,15.8,3.84991643055344,6.1,2.97931673940801,7.1,3.67659610656079,2.2,1.8022195179611,0.4,0.647870128749501,0,0.652173913043478,0.7,0.969691436839303,0,0.652173913043478,0.4,0.575708081410079,0.3,0.540748761879255,2.4,2.0529649603179,10.8,4.61056221033412,,
53033012000,1437048,0,Census Tract 120,Washington,King County,1839,233,1249,195,1056,171,193,89,123,66,98,56,0,13,0,13,9,16,16,28,0,13,0,13,43,33,23,26,0,13,401,135,57.4,5.79062771495495,10.5,4.65333529611572,6.7,3.48742550589032,5.3,2.9693383922149,0.5,0.867825712238136,0,0.706905927134312,0,0.706905927134312,0.9,1.51857094953756,0,0.706905927134312,0,0.706905927134312,2.3,1.76983001816279,1.3,1.40490366675368,0,0.706905927134312,21.8,6.80124033557472,,
53033012100,1739952,1380849,Census Tract 121,Washington,King County,1246,222,876,176,780,167,96,46,45,32,28,26,0,13,7,12,10,15,0,13,0,13,0,13,20,23,0,13,0,13,305,158,62.6,7.43213926480608,7.7,3.4271089122298,3.6,2.48630036225496,2.2,2.04790537195463,0.8,1.19532975758944,0,1.04333868378812,0.6,0.957866142183164,0,1.04333868378812,0,1.04333868378812,0,1.04333868378812,1.6,1.82361824499544,0,1.04333868378812,0,1.04333868378812,24.5,11.9069748320108,,
53033000101,414848,0,Census Tract 1.01,Washington,King County,2142,459,1141,212,961,228,180,121,478,192,452,185,26,34,0,13,0,13,0,13,0,13,0,13,63,82,56,53,0,13,404,372,44.9,4.56882873578581,8.4,5.35422955025857,22.3,7.58150210332004,21.1,7.35848854478954,0,0.606909430438842,1.2,1.56584552768938,0,0.606909430438842,0,0.606909430438842,0,0.606909430438842,0,0.606909430438842,2.9,3.77596104349055,2.6,2.41006713335953,0,0.606909430438842,18.9,16.8901206418441,,
53033000102,1495019,918878,Census Tract 1.02,Washington,King County,2458,419,1347,360,1224,350,123,86,444,200,444,200,0,13,0,13,0,13,0,13,0,13,0,13,46,47,61,82,16,29,544,250,49.8,11.4324310416558,5,3.39320316126081,18.1,7.53157094343878,18.1,7.53157094343878,0,0.528885272579333,0,0.528885272579333,0,0.528885272579333,0,0.528885272579333,0,0.528885272579333,0,0.528885272579333,1.9,1.88532432168326,2.5,3.30911442409508,0.7,1.17459151949763,22.1,9.44529235284192,,
53033000201,1806749,0,Census Tract 2.01,Washington,King County,2840,584,1373,355,1214,338,159,77,720,210,720,210,0,13,0,13,0,13,0,13,0,13,0,13,17,27,94,73,0,13,636,454,42.7,8.02354633437375,5.6,2.45470429990628,25.4,5.24391665973534,25.4,5.24391665973534,0,0.457746478873239,0,0.457746478873239,0,0.457746478873239,0,0.457746478873239,0,0.457746478873239,0,0.457746478873239,0.6,0.942702081442628,3.3,2.47867502684469,0,0.457746478873239,22.4,15.3082694279233,,
53033000202,1480085,0,Census Tract 2.02,Washington,King County,2427,346,1381,232,1170,208,211,112,310,113,310,113,0,13,0,13,0,13,0,13,0,13,50,29,0,13,129,98,0,13,557,248,48.2,5.12018415335033,8.7,4.44519501631969,12.8,4.28509556844399,12.8,4.28509556844399,0,0.535640708693861,0,0.535640708693861,0,0.535640708693861,0,0.535640708693861,0,0.535640708693861,2.1,1.15823284683673,0,0.535640708693861,5.3,3.96617020475983,0,0.535640708693861,23,9.68040799124319,,
53033000403,669384,62871,Census Tract 4.03,Washington,King County,1397,255,903,277,833,266,70,68,166,108,166,108,0,13,0,13,0,13,0,13,0,13,34,54,0,13,58,56,70,78,166,110,59.6,15.623334506316,5,4.78087048779308,11.9,7.42035023975264,11.9,7.42035023975264,0,0.930565497494631,0,0.930565497494631,0,0.930565497494631,0,0.930565497494631,0,0.930565497494631,2.4,3.83981255664297,0,0.930565497494631,4.2,3.93630241750994,5,5.50796961852563,11.9,7.56938912564826,,
53033000404,617482,13535,Census Tract 4.04,Washington,King County,2152,479,1617,436,1413,410,204,184,377,200,377,200,0,13,0,13,0,13,0,13,11,34,0,13,0,13,0,13,75,92,72,61,65.7,12.2224287417687,9.5,8.28574711777856,17.5,8.43608649029744,17.5,8.43608649029744,0,0.604089219330855,0,0.604089219330855,0,0.604089219330855,0,0.604089219330855,0.5,1.57582375290132,0,0.604089219330855,0,0.604089219330855,0,0.604089219330855,3.5,4.20412392749766,3.3,2.73499866463869,,
53033000601,1431268,0,Census Tract 6.01,Washington,King County,2616,585,1763,532,1476,490,287,208,240,172,240,172,0,13,0,13,0,13,0,13,0,13,21,36,3,14,118,72,0,13,471,239,56.4,13.8437578724218,11,7.5631022995822,9.2,6.2466453138851,9.2,6.2466453138851,0,0.496941896024465,0,0.496941896024465,0,0.496941896024465,0,0.496941896024465,0,0.496941896024465,0.8,1.36438796066801,0.1,0.534553397613282,4.5,2.56078942915128,0,0.496941896024465,18,8.20105663965056,,
53033000602,2355577,55191,Census Tract 6.02,Washington,King County,2156,275,1312,254,1098,235,214,131,245,131,245,131,0,13,0,13,0,13,0,13,0,13,0,13,36,49,95,84,44,41,424,164,50.9,8.75269046421144,9.9,5.94270301196955,11.4,5.90065262756772,11.4,5.90065262756772,0,0.602968460111317,0,0.602968460111317,0,0.602968460111317,0,0.602968460111317,0,0.602968460111317,0,0.602968460111317,1.7,2.26272601394242,4.4,3.85535327613789,2,1.88376949493205,19.7,7.1811818228164,,
53033001201,1008240,0,Census Tract 12.01,Washington,King County,2050,389,1240,272,1143,265,97,103,486,245,486,245,0,13,0,13,0,13,0,13,0,13,0,13,31,32,96,67,0,13,197,154,55.8,7.42733169809391,4.7,4.94351355009225,23.7,11.0722253475948,23.7,11.0722253475948,0,0.634146341463415,0,0.634146341463415,0,0.634146341463415,0,0.634146341463415,0,0.634146341463415,0,0.634146341463415,1.5,1.53437464750038,4.7,3.14517127704483,0,0.634146341463415,9.6,7.28751586637925,,
53033001202,821426,0,Census Tract 12.02,Washington,King County,1830,255,846,255,685,223,161,189,368,131,368,131,0,13,0,13,0,13,0,13,0,13,19,32,45,44,58,44,0,13,494,266,37.4,11.0130834952818,8.8,10.2548516858212,20.1,6.58724892331165,20.1,6.58724892331165,0,0.710382513661202,0,0.710382513661202,0,0.710382513661202,0,0.710382513661202,0,0.710382513661202,1,1.74263873823154,2.5,2.37983062727607,3.2,2.36346334632417,0,0.710382513661202,27,14.0403768091872,,
53033003201,1152079,1354300,Census Tract 32.01,Washington,King County,2696,559,930,245,930,245,0,13,525,235,525,235,0,13,0,13,0,13,0,13,0,13,0,13,32,44,183,166,340,415,686,225,34.5,5.60586781934015,0,0.482195845697329,19.5,7.72506297316418,19.5,7.72506297316418,0,0.482195845697329,0,0.482195845697329,0,0.482195845697329,0,0.482195845697329,0,0.482195845697329,0,0.482195845697329,1.2,1.61338490749929,6.8,5.99425963750213,12.6,15.1694517727754,25.4,6.46649791840763,,
53033003202,956016,0,Census Tract 32.02,Washington,King County,2802,612,1132,411,978,433,154,144,618,327,618,327,0,13,0,13,0,13,0,13,0,13,26,41,119,91,22,37,16,30,869,359,34.9,13.4419200968435,5.5,4.99702010811829,22.1,10.6295825215105,22.1,10.6295825215105,0,0.46395431834404,0,0.46395431834404,0,0.46395431834404,0,0.46395431834404,0,0.46395431834404,0.9,1.44913696305137,4.2,3.11239130430694,0.8,1.30930245392298,0.6,1.06337481054781,31,10.8751796150186,,
53033003301,669207,0,Census Tract 33.01,Washington,King County,3077,528,1154,263,1014,242,140,86,663,182,646,177,0,13,0,13,17,27,0,13,0,13,0,13,411,259,156,90,25,41,668,268,33,5.46611587962609,4.5,2.68366875059646,21.5,4.61681268946907,21,4.48454565419285,0.6,0.872341620850848,0,0.422489437764056,0,0.422489437764056,0,0.422489437764056,0,0.422489437764056,0,0.422489437764056,13.4,8.09921916970256,5.1,2.79255296136076,0.8,1.32515285484473,21.7,7.87291695293078,,
53033003302,627071,0,Census Tract 33.02,Washington,King County,2528,247,1055,189,925,200,130,135,697,227,697,227,0,13,0,13,0,13,0,13,18,26,4,14,123,83,71,58,17,30,543,166,36.6,7.05754946530848,5.1,5.31650069619308,27.6,8.56581981953189,27.6,8.56581981953189,0,0.514240506329114,0,0.514240506329114,0,0.514240506329114,0,0.514240506329114,0.7,1.02612541021084,0.2,0.553581639609648,4.9,3.24862919600693,2.8,2.27783419958705,0.7,1.18488856272151,21.5,6.22205394422229,,
53033003601,674139,0,Census Tract 36.01,Washington,King County,1970,283,975,284,894,251,81,82,329,162,329,162,0,13,0,13,0,13,0,13,28,43,0,13,0,13,58,45,0,13,580,165,45.4,10.9469920977676,4.1,4.12031509318962,16.7,7.86560665312332,16.7,7.86560665312332,0,0.65989847715736,0,0.65989847715736,0,0.65989847715736,0,0.65989847715736,1.4,2.17317038859092,0,0.65989847715736,0,0.65989847715736,2.9,2.24476745866457,0,0.65989847715736,29.4,7.22932668413447,,
53033003602,522326,0,Census Tract 36.02,Washington,King County,2986,456,1329,282,1164,251,165,134,571,175,563,175,8,15,0,13,0,13,0,13,37,46,0,13,134,116,129,110,0,13,786,357,39,5.93468339452959,5.5,4.40755458471066,19.1,5.08130847944211,18.9,5.10460406173222,0,0.43536503683858,0.3,0.500675332121978,0,0.43536503683858,0,0.43536503683858,1.2,1.52885639900235,0,0.43536503683858,4.5,3.8238699670609,4.3,3.62429974706827,0,0.43536503683858,26.3,11.2597496774712,,
53033004101,1601973,3290570,Census Tract 41.01,Washington,King County,1782,317,1091,226,989,230,102,81,153,75,55,56,98,55,0,13,0,13,0,13,0,13,0,13,59,53,83,66,0,13,396,191,55.5,8.31351808931186,5.7,4.4299405801224,8.6,3.92184257162438,3.1,3.09420216175722,0,0.729517396184063,5.5,2.92727267675564,0,0.729517396184063,0,0.729517396184063,0,0.729517396184063,0,0.729517396184063,3.3,2.91528630102685,4.7,3.60983597960413,0,0.729517396184063,22.2,9.96266721056608,,
53033004102,1689910,2027249,Census Tract 41.02,Washington,King County,2048,384,864,242,827,237,37,40,420,161,307,130,43,64,0,13,70,90,0,13,0,13,0,13,110,64,104,78,52,65,498,206,40.4,8.75163214226236,1.8,1.92352515221575,20.5,6.85673411284999,15,5.69147432112453,3.4,4.34755007467667,2.1,3.10010380638427,0,0.634765625,0,0.634765625,0,0.634765625,0,0.634765625,5.4,2.95827901257534,5.1,3.68765504155491,2.5,3.13791942300668,24.3,8.96592734110615,,
53033004201,1244114,0,Census Tract 42.01,Washington,King County,1899,403,1129,265,973,256,156,86,104,73,63,61,19,29,0,13,22,35,0,13,0,13,0,13,94,59,227,171,0,13,345,174,51.2,7.96863684268114,8.2,4.17970291329302,5.5,3.66422813385629,3.3,3.13411379188385,1.2,1.82660401784275,1,1.51228654649678,0,0.684570826750922,0,0.684570826750922,0,0.684570826750922,0,0.684570826750922,4.9,2.92392436979858,12,8.6400307880046,0,0.684570826750922,18.2,8.31209668230752,,
53033004202,1220977,0,Census Tract 42.02,Washington,King County,2903,476,1456,367,1278,346,178,197,446,184,249,153,152,111,0,13,45,54,0,13,0,13,0,13,133,101,218,122,0,13,650,203,44,9.48417395807368,6.1,6.71119409307211,15.4,5.81616223980411,8.6,5.07929415096832,1.6,1.84269788757643,5.2,3.72599983924084,0,0.447812607647261,0,0.447812607647261,0,0.447812607647261,0,0.447812607647261,4.6,3.39709082569854,7.5,4.01811905903481,0,0.447812607647261,22.4,5.95146529099835,,
53033004401,694919,0,Census Tract 44.01,Washington,King County,2461,662,875,241,855,239,20,22,730,330,730,330,0,13,0,13,0,13,0,13,25,37,0,13,78,63,166,77,34,39,553,342,34.7,2.64112094760054,0.8,0.866804173028397,29.7,10.776783837871,29.7,10.776783837871,0,0.528240552620886,0,0.528240552620886,0,0.528240552620886,0,0.528240552620886,1,1.47841232003348,0,0.528240552620886,3.2,2.41379241226151,6.7,2.54897083157738,1.4,1.54052978641016,22.5,12.5133877153144,,
53033004402,294988,0,Census Tract 44.02,Washington,King County,2217,445,759,208,743,207,16,26,632,211,566,201,15,26,0,13,51,57,0,13,18,31,0,13,70,72,301,194,0,13,437,208,33.5,6.47508955475602,0.7,1.16377495620631,28.5,7.60521480261816,25.5,7.47918310621485,2.3,2.52923933133191,0.7,1.16486618640716,0,0.58637798827244,0,0.58637798827244,0.8,1.38875672385577,0,0.58637798827244,3.2,3.18519356477241,13.6,8.31539317818925,0,0.58637798827244,19.7,8.50699763736965,,
53033004701,571393,176916,Census Tract 47.01,Washington,King County,2112,318,762,273,556,215,206,164,407,150,407,150,0,13,0,13,0,13,0,13,24,41,0,13,82,76,292,235,54,87,491,211,26.3,9.3765119884156,9.8,7.62500901033,19.3,6.48252607080925,19.3,6.48252607080925,0,0.615530303030303,0,0.615530303030303,0,0.615530303030303,0,0.615530303030303,1.1,1.93373300836135,0,0.615530303030303,3.9,3.55068232353799,13.8,10.9304260663666,2.6,4.10128957457302,23.2,9.35722822919579,,
53033004702,266414,0,Census Tract 47.02,Washington,King County,2367,446,809,358,716,342,93,115,807,261,807,261,0,13,0,13,0,13,0,13,0,13,0,13,31,52,53,78,0,13,667,384,30.2,13.2769558333822,3.9,4.80173496465464,34.1,8.96199072910767,34.1,8.96199072910767,0,0.549218419940853,0,0.549218419940853,0,0.549218419940853,0,0.549218419940853,0,0.549218419940853,0,0.549218419940853,1.3,2.18296962402171,2.2,3.26819032015609,0,0.549218419940853,28.2,15.3295710438444,,
53033004703,1188631,155567,Census Tract 47.03,Washington,King County,2877,485,1284,376,1076,387,208,177,776,283,776,283,0,13,0,13,0,13,0,13,0,13,0,13,236,192,50,61,0,13,531,324,37.4,11.8824293742232,7.2,6.03031141203491,27,8.72263163616415,27,8.72263163616415,0,0.451859575947167,0,0.451859575947167,0,0.451859575947167,0,0.451859575947167,0,0.451859575947167,0,0.451859575947167,8.2,6.52877607927075,1.7,2.09992504607877,0,0.451859575947167,18.5,10.8233887382566,,
53033004901,497144,0,Census Tract 49.01,Washington,King County,3058,466,1007,249,872,225,135,95,931,263,888,258,0,13,0,13,0,13,43,65,67,81,0,13,86,79,162,104,33,38,772,274,28.5,5.93752373437398,4.4,3.03289048065617,30.4,7.24174250634236,29,7.18327744547659,0,0.425114453891432,0,0.425114453891432,0,0.425114453891432,1.4,2.11474396211618,2.2,2.62766346920843,0,0.425114453891432,2.8,2.54759316168719,5.3,3.30371318394756,1.1,1.23171306616453,25.2,8.09219702070399,,
53033004902,597604,17368,Census Tract 49.02,Washington,King County,2462,478,967,220,872,208,95,69,421,185,421,185,0,13,0,13,0,13,0,13,0,13,14,22,85,64,190,104,0,13,785,372,35.4,4.90808486773076,3.9,2.70061496577164,17.1,6.74101297788014,17.1,6.74101297788014,0,0.528025995125914,0,0.528025995125914,0,0.528025995125914,0,0.528025995125914,0,0.528025995125914,0.6,0.886736058122046,3.5,2.51160516547284,7.7,3.94955207071974,0,0.528025995125914,31.9,13.7833413433538,,
